link,noc,job_title,salary
/19810/ca,NOC 9472,Electrostatic Camera Operator,21.42
/19811/ca,NOC 9472,Electrotyper - Printing,21.42
/19812/ca,NOC 9472,Engraver-letterer,21.42
/19813/ca,NOC 9472,"Engraver, Pictures - Printing",21.42
/19814/ca,NOC 9472,Printing Plate Engraver,21.42
/19815/ca,NOC 9472,"Engraver, Templates",21.42
/19816/ca,NOC 9472,"Etcher, Platemaking",21.42
/19817/ca,NOC 9472,"Etcher, Photoengraving - Printing",21.42
/19818/ca,NOC 9472,Etching Corrector,21.42
/19819/ca,NOC 9472,Film Assembler,21.42
/19820/ca,NOC 9472,Film Sizer,21.42
/19821/ca,NOC 9472,Film Stripper Specialist - Printing,21.42
/19822/ca,NOC 9472,Film Stripper-assembler,21.42
/19823/ca,NOC 9472,Plate-graining Machine Tender,21.42
/19824/ca,NOC 9472,Flexible Plate Engraver,21.42
/19825/ca,NOC 9472,Flexible Printing Plate Mounter,21.42
/19826/ca,NOC 9472,Flexographic Mounter-proofer,21.42
/19827/ca,NOC 9472,Halftone Camera Operator - Printing,21.42
/19828/ca,NOC 9472,Image Processing Operator,21.42
/19829/ca,NOC 9472,Alignment Examiner - Printing,21.42
/19830/ca,NOC 9472,Lithographic Platemaker,21.42
/19831/ca,NOC 9472,Negative Merger,21.42
/19832/ca,NOC 9472,Negative Spotter - Printing,21.42
/19833/ca,NOC 9472,Offset Platemaker,21.42
/19834/ca,NOC 9472,Opticopy Keypunch Operator - Printing,21.42
/19835/ca,NOC 9472,Opticopy Machine Operator - Printing,21.42
/19836/ca,NOC 9472,Opticopy Offline Programmer - Printing,21.42
/19837/ca,NOC 9472,Opticopy Program Tape Preparer - Printing,21.42
/19838/ca,NOC 9472,Plate Processor Operator - Printing,21.42
/19839/ca,NOC 9472,Pantograph Setter,21.42
/19840/ca,NOC 9472,Pantographer - Printing,21.42
/19841/ca,NOC 9472,Paper-plate Maker,21.42
/19842/ca,NOC 9472,Photoengraver - Printing,21.42
/19843/ca,NOC 9472,Photoengraving Finisher,21.42
/19844/ca,NOC 9472,Photoengraving Platemaker,21.42
/19845/ca,NOC 9472,Photopolymer Platemaker,21.42
/19846/ca,NOC 9472,Plate Finisher - Printing,21.42
/19847/ca,NOC 9472,Plate Grainer - Printing,21.42
/19848/ca,NOC 9472,Plate Processor - Printing,21.42
/19849/ca,NOC 9472,Platemaker - Printing,21.42
/19850/ca,NOC 9472,Printing Plate Presensitizer Tender,21.42
/19851/ca,NOC 9472,Print Transferrer - Printing,21.42
/19852/ca,NOC 9472,Print Roller Repairer,21.42
/19853/ca,NOC 9472,Printing Plate Moulder,21.42
/19854/ca,NOC 9472,Proofmaker,21.42
/19855/ca,NOC 9472,"Retoucher, Photoengraving - Printing",21.42
/19856/ca,NOC 9472,Roller Engraver - Printing,21.42
/19857/ca,NOC 9472,Rotogravure Cylinder Technician,21.42
/19858/ca,NOC 9472,Scanner Operator - Printing,21.42
/19859/ca,NOC 9472,Colour Correction Scanning Machine Operator,21.42
/19860/ca,NOC 9472,Screenmaker,21.42
/19861/ca,NOC 9472,Siderographer - Printing,21.42
/19862/ca,NOC 9472,Silkscreen Assembler - Printing,21.42
/19863/ca,NOC 9472,Stager - Printing,21.42
/19864/ca,NOC 9472,Step And Repeat Camera Operator,21.42
/19865/ca,NOC 9472,Stereotyper,21.42
/19866/ca,NOC 9472,Stripper - Printing,21.42
/19867/ca,NOC 9472,Stripper-image Assembler - Printing,21.42
/19868/ca,NOC 9472,Stripper-layout Specialist - Printing,21.42
/19869/ca,NOC 9472,Studio-image-processing System Operator,21.42
/19870/ca,NOC 9472,Tracer-transferrer,21.42
/19871/ca,NOC 9472,Assistant Newspaper Make-up Man/woman,21.42
/19872/ca,NOC 9472,Flexible-plate Hand Engraver,21.42
/19873/ca,NOC 9472,Engraver-transferrer,21.42
/19874/ca,NOC 9472,Graphic Arts Camera Operator,21.42
/19875/ca,NOC 9472,Colour Separation Operator,21.42
/19876/ca,NOC 9472,Laser Beam Colour Scanner Operator,21.42
/19877/ca,NOC 9472,Colour Separation Camera Operator,21.42
/19878/ca,NOC 9472,Image-processing System Operator,21.42
/19879/ca,NOC 9472,Copper Photoengraver,21.42
/19880/ca,NOC 9472,Lithographic Plate Preparer,21.42
/19881/ca,NOC 9472,Stencil Preparer,21.42
/19882/ca,NOC 9472,Monochrome Plate Film Stripper,21.42
/19883/ca,NOC 9472,Electronic Prepress Technician,21.42
/19884/ca,NOC 9472,Electrotyper And Platemaker,21.42
/19885/ca,NOC 9472,Film Stripper And Layout Specialist - Printing,21.42
/19886/ca,NOC 9472,Copperplate Photoengraver,21.42
/19887/ca,NOC 9472,Etcher - Printing,21.42
/19888/ca,NOC 9472,Image Reproduction Machine Operator,21.42
/19889/ca,NOC 9472,Transferrer,21.42
/19890/ca,NOC 9472,Processor - Printing,21.42
/19891/ca,NOC 9472,Gravure Printer - Prepress,21.42
/19892/ca,NOC 9472,Preprint-coating Machine Tender,21.42
/19893/ca,NOC 9472,Cylinder Painter - Printing,21.42
/19894/ca,NOC 9472,Rotogravure Press Technician,21.42
/19896/ca,NOC 9472,Image Setter Operator,21.42
/19897/ca,NOC 9472,Film Stripper,21.42
/19898/ca,NOC 9524,Assembler Air Conditioner,20.0
/19899/ca,NOC 9524,Air Conditioning Unit Tester,20.0
/19900/ca,NOC 9524,"Assembly Line Repairer, Electrical Appliances",20.0
/19901/ca,NOC 9524,Armature Bander,20.0
/19902/ca,NOC 9524,"Armature Winder, Small Electric Motor",20.0
/19903/ca,NOC 9524,"Assembler, Ballast Transformers",20.0
/19904/ca,NOC 9524,"Assembler, Commercial Refrigerators",20.0
/19905/ca,NOC 9524,"Assembler, Electric Baseboard Heaters",20.0
/19906/ca,NOC 9524,"Assembler, Electric Heaters",20.0
/19907/ca,NOC 9524,"Assembler, Electric Lamps",20.0
/19908/ca,NOC 9524,"Assembler, Electric Signs",20.0
/19909/ca,NOC 9524,"Assembler, Electrical Accessories",20.0
/19910/ca,NOC 9524,"Assembler, Electrical Appliances",20.0
/19911/ca,NOC 9524,"Production Assembler, Electrical Equipment",20.0
/19912/ca,NOC 9524,"Assembler, Electric Meters",20.0
/19913/ca,NOC 9524,"Assembler, Electrical Switches",20.0
/19914/ca,NOC 9524,"Assembler, Electrical Wire Groups",20.0
/19915/ca,NOC 9524,"Assembler, Fluorescent Light Fixtures",20.0
/19916/ca,NOC 9524,"Assembler, Heavy Current Switches",20.0
/19917/ca,NOC 9524,"Assembler, Heavy-duty Capacitors",20.0
/19918/ca,NOC 9524,"Assembler, Heavy-duty Resistors",20.0
/19919/ca,NOC 9524,"Assembler, Large Electrical Appliances",20.0
/19920/ca,NOC 9524,"Assembler, Light Fixtures",20.0
/19921/ca,NOC 9524,"Assembler, Motor And Generator - Electrical Equipment Manufacturing",20.0
/19922/ca,NOC 9524,"Assembler, Motor Vehicle Lighting Fixtures",20.0
/19923/ca,NOC 9524,"Assembler, Portable Electrical Appliance",20.0
/19924/ca,NOC 9524,"Assembler, Quartz Lamps",20.0
/19925/ca,NOC 9524,"Assembler, Small Electric Motor",20.0
/19926/ca,NOC 9524,"Assembler, Small Electrical Products",20.0
/19927/ca,NOC 9524,"Assembler, Small Transformer",20.0
/19928/ca,NOC 9524,"Assembler, Spark Plugs",20.0
/19929/ca,NOC 9524,"Assembler, Thermostat",20.0
/19930/ca,NOC 9524,"Assembler, Transformer Static Plate",20.0
/19931/ca,NOC 9524,Assembly Lead Hand - Electrical Equipment Manufacturing,20.0
/19932/ca,NOC 9524,Assembly Line Expediter - Electrical Equipment Manufacturing,20.0
/19933/ca,NOC 9524,"Assembler, Small Electrical Appliances",20.0
/19934/ca,NOC 9524,"Bench Assembler, Electrical Appliances",20.0
/19935/ca,NOC 9524,"Bench Worker, Electrical Appliances",20.0
/19936/ca,NOC 9524,"Assembler, Bushings - Small Transformer Manufacturing",20.0
/19937/ca,NOC 9524,"Calibrator, Electrical Controls",20.0
/19938/ca,NOC 9524,Carbon Brush Inspector,20.0
/19939/ca,NOC 9524,Carbon Products Inspector,20.0
/19940/ca,NOC 9524,Electrical Appliance Assembly Tester,20.0
/19941/ca,NOC 9524,Circuit Breaker Assembler,20.0
/19942/ca,NOC 9524,"Clothes Dryer Assembler, Electric",20.0
/19943/ca,NOC 9524,Coffee Maker Assembler,20.0
/19944/ca,NOC 9524,"Adjuster, Coils - Electrical Equipment Manufacturing",20.0
/19945/ca,NOC 9524,Coil Finisher - Electrical Equipment Manufacturing,20.0
/19946/ca,NOC 9524,Coil Taper - Electrical Equipment Manufacturing,20.0
/19947/ca,NOC 9524,Automatic Coil Winder Operator - Electrical Equipment Manufacturing,20.0
/19948/ca,NOC 9524,Coil-winding Machine Tender - Automatic Electrical Equipment,20.0
/19949/ca,NOC 9524,Connector Assembler - Electrical Equipment Manufacturing,20.0
/19950/ca,NOC 9524,"Assembler, Cooling Units - Electrical Equipment Manufacturing",20.0
/19951/ca,NOC 9524,Small Electric Motor Core And Shaft Assembler,20.0
/19952/ca,NOC 9524,"Core Builder, Small Transformers",20.0
/19953/ca,NOC 9524,Dishwasher Assembler,20.0
/19954/ca,NOC 9524,"Assembler, Electric Air Conditioning Units",20.0
/19955/ca,NOC 9524,Circuit Breaker Assembly Tester,20.0
/19956/ca,NOC 9524,"Assembler, Electric Clocks",20.0
/19957/ca,NOC 9524,Electric Clock Parts Inspector,20.0
/19958/ca,NOC 9524,"Assembler, Electric Fans",20.0
/19959/ca,NOC 9524,Electrical Household Appliance Inspector,20.0
/19960/ca,NOC 9524,Electric Lamp Maker,20.0
/19961/ca,NOC 9524,Electric Lamp Parts Inspector,20.0
/19962/ca,NOC 9524,Electric Lantern Maker,20.0
/19963/ca,NOC 9524,Electric Lawn Mower Inspector And Tester,20.0
/19964/ca,NOC 9524,Electric Range Assembler,20.0
/19965/ca,NOC 9524,"Refrigerator Assembler, Electric",20.0
/19966/ca,NOC 9524,Electric Stove Assembler,20.0
/19967/ca,NOC 9524,Electric Toaster Inspector,20.0
/19968/ca,NOC 9524,Electrical Controls Inspector,20.0
/19969/ca,NOC 9524,"Assembler, Electrical Equipment",20.0
/19970/ca,NOC 9524,Electrical Equipment Manufacturing Inspector,20.0
/19971/ca,NOC 9524,Electrical Inspector - Manufacturing,20.0
/19972/ca,NOC 9524,Electrical Mercury Switch Assembler,20.0
/19973/ca,NOC 9524,Electrical Mercury Switch Assembly Tester,20.0
/19974/ca,NOC 9524,Electrical Relay Tester And Adjuster,20.0
/19975/ca,NOC 9524,Electrical Switch Maker,20.0
/19976/ca,NOC 9524,"Electrical Tester, Manufacturing",20.0
/19977/ca,NOC 9524,"Tester, Electrical Wire Insulation",20.0
/19978/ca,NOC 9524,Electrolysis Tester - Electrical Equipment Manufacturing,20.0
/19979/ca,NOC 9524,"Assembler, Engine Generator Sets",20.0
/19980/ca,NOC 9524,"Fitter-assembler, Environmental Chamber",20.0
/19981/ca,NOC 9524,Furnace Electrode Inspector,20.0
/19982/ca,NOC 9524,"Gas Charger, Refrigeration Equipment",20.0
/19983/ca,NOC 9524,Grid Inspector - Electrical Equipment Manufacturing,20.0
/19984/ca,NOC 9524,"Group Leader, Large Electrical Appliance Assembly",20.0
/19985/ca,NOC 9524,"Group Leader, Small Electrical Appliance Assembly",20.0
/19986/ca,NOC 9524,Hair Dryer Assembler,20.0
/19987/ca,NOC 9524,In-process Inspector - Electric Equipment Manufacturing,20.0
/19988/ca,NOC 9524,"Inspector, Electrical Appliance Assembly",20.0
/19989/ca,NOC 9524,Electric Snowblower Inspector And Tester,20.0
/19990/ca,NOC 9524,Electric Lamp Inspector And Tester,20.0
/19991/ca,NOC 9524,Assembly Line Inspector - Electrical Equipment Manufacturing,20.0
/19992/ca,NOC 9524,Electric Appliance Manufacturing Inspector,20.0
/19993/ca,NOC 9524,Electrical Insulator Assembler - Small Transformer Manufacturing,20.0
/19994/ca,NOC 9524,"Inspector, Electrical Controls Assembly",20.0
/19995/ca,NOC 9524,"Inspector, Refrigeration Unit",20.0
/19996/ca,NOC 9524,"Inspector, Small Electrical Appliances",20.0
/19997/ca,NOC 9524,"Cutter And Former, Insulation - Electrical Equipment Manufacturing",20.0
/19998/ca,NOC 9524,"Installer, Insulation - Electrical Equipment Manufacturing",20.0
/19999/ca,NOC 9524,"Lawn Mower Assembler, Electric",20.0
/20000/ca,NOC 9524,"Assembly Lead Hand, Large Electrical Appliances",20.0
/20001/ca,NOC 9524,"Assembly Lead Hand, Small Electrical Appliances",20.0
/20002/ca,NOC 9524,Lighting Fixtures Wirer,20.0
/20003/ca,NOC 9524,Line Assembly Utilityman/woman - Electrical Equipment Manufacturing,20.0
/20004/ca,NOC 9524,Mica Products Maker,20.0
/20005/ca,NOC 9524,"Assembler, Neon Signs - Electrical Equipment Manufacturing",20.0
/20006/ca,NOC 9524,Neon Sign Maker,20.0
/20007/ca,NOC 9524,Electrical Appliance Operator-assembler,20.0
/20008/ca,NOC 9524,Process-inspector And Tester - Electrical Equipment Manufacturing,20.0
/20009/ca,NOC 9524,Production Assembler - Electrical Equipment Manufacturing,20.0
/20010/ca,NOC 9524,Electrical Appliance Production Assembler,20.0
/20011/ca,NOC 9524,"Leak Tester, Refrigerant Gases",20.0
/20012/ca,NOC 9524,"Inspector, Refrigerators - Electrical Appliance Manufacturing",20.0
/20013/ca,NOC 9524,"Assembly Section Leader, Lighting Fixtures",20.0
/20014/ca,NOC 9524,Temperature-actuated Controls Tester,20.0
/20015/ca,NOC 9524,Ballast Transformer Tester,20.0
/20016/ca,NOC 9524,Electrical Continuity Tester - Electrical Appliance Manufacturing,20.0
/20017/ca,NOC 9524,Electrical Lighting Fixture Tester,20.0
/20018/ca,NOC 9524,Small Electric Motor Tester,20.0
/20019/ca,NOC 9524,Small Transformer Tester,20.0
/20020/ca,NOC 9524,"Calibrator, Thermostats - Electrical Equipment Manufacturing",20.0
/20021/ca,NOC 1525,Drilling Rig Radio Operator,23.0
/20022/ca,NOC 1525,Emergency Medical Dispatcher,23.0
/20023/ca,NOC 1525,Emergency Vehicle Dispatcher,23.0
/20024/ca,NOC 1525,Fire Alarm Operator,23.0
/20025/ca,NOC 1525,Highway Radio-telephone Operator,23.0
/20027/ca,NOC 1525,Service Dispatcher,23.0
/20030/ca,NOC 1525,Yard Clerk,23.0
/20031/ca,NOC 1525,Radio-telephone Operator,23.0
/20032/ca,NOC 1525,Emergency Services Dispatcher,23.0
/20033/ca,NOC 1525,Pilot Services Dispatcher,23.0
/20034/ca,NOC 1525,Maintenance Services Dispatcher,23.0
/20035/ca,NOC 1525,Troubleshooting Services Dispatcher,23.0
/20036/ca,NOC 1525,Monitoring Station Operator,23.0
/20038/ca,NOC 1525,Radio Operator,23.0
/20039/ca,NOC 1525,Water Service Dispatcher,23.0
/20040/ca,NOC 1525,Tugboat Dispatcher,23.0
/20042/ca,NOC 1525,Inbound/outbound Freight Co-ordinator,23.0
/20043/ca,NOC 2112,Agricultural Chemist,32.82
/20044/ca,NOC 2112,Bioanalytical Chemist,32.82
/20045/ca,NOC 2112,Analytical Chemist,32.82
/20046/ca,NOC 2112,Atmospheric Chemist,32.82
/20047/ca,NOC 2112,Biochemist,32.82
/20048/ca,NOC 2112,Chemical Spectroscopist,32.82
/20049/ca,NOC 2112,Chemist,32.82
/20050/ca,NOC 2112,Chemistry Researcher,32.82
/20051/ca,NOC 2112,Clinical Chemist,32.82
/20052/ca,NOC 2112,Coatings Chemist,32.82
/20053/ca,NOC 2112,Control Chemist,32.82
/20054/ca,NOC 2112,Dairy Chemist,32.82
/20055/ca,NOC 2112,Detergent Chemist,32.82
/20056/ca,NOC 2112,Dye Chemist,32.82
/20057/ca,NOC 2112,Electrochemist,32.82
/20058/ca,NOC 2112,Environmental Chemist,32.82
/20059/ca,NOC 2112,Enzyme Chemist,32.82
/20060/ca,NOC 2112,Fermentologist,32.82
/20061/ca,NOC 2112,Food Chemist,32.82
/20062/ca,NOC 2112,Forensic Chemist,32.82
/20063/ca,NOC 2112,Glass Chemist,32.82
/20064/ca,NOC 2112,Industrial Chemist,32.82
/20065/ca,NOC 2112,Inorganic Chemist,32.82
/20066/ca,NOC 2112,Laboratory Chemist,32.82
/20067/ca,NOC 2112,Leather Chemist,32.82
/20068/ca,NOC 2112,Medicinal Chemist,32.82
/20069/ca,NOC 2112,Nuclear Magnetic Resonance (NMR) Spectroscopist,32.82
/20070/ca,NOC 2112,Nuclear Chemist,32.82
/20071/ca,NOC 2112,Nutritional Chemist,32.82
/20072/ca,NOC 2112,Oceanographic Chemist,32.82
/20073/ca,NOC 2112,Optical Spectroscopist,32.82
/20074/ca,NOC 2112,Organic Chemist,32.82
/20075/ca,NOC 2112,Organic Mass Spectrometrist,32.82
/20076/ca,NOC 2112,Organometallic Chemist,32.82
/20077/ca,NOC 2112,Petroleum Chemist,32.82
/20078/ca,NOC 2112,Pharmacological Chemist,32.82
/20079/ca,NOC 2112,Physical Chemist,32.82
/20080/ca,NOC 2112,Physical Research Chemist,32.82
/20081/ca,NOC 2112,Physiological Chemist,32.82
/20082/ca,NOC 2112,Plastics And Resins Chemist,32.82
/20083/ca,NOC 2112,Polymer Chemist,32.82
/20084/ca,NOC 2112,Protective Coatings Chemist,32.82
/20085/ca,NOC 2112,Protein Chemist,32.82
/20086/ca,NOC 2112,Quality Control Chemist,32.82
/20087/ca,NOC 2112,Research Chemist,32.82
/20088/ca,NOC 8221,Blasters Foreman/woman - Mining And Quarrying,40.0
/20089/ca,NOC 8221,Mine Captain,40.0
/20090/ca,NOC 8221,Coal Mine Foreman/woman,40.0
/20091/ca,NOC 8221,Construction Supervisor - Underground Mining And Quarrying,40.0
/20092/ca,NOC 8221,Diamond Drilling Foreman/woman,40.0
/20093/ca,NOC 8221,Drilling Foreman/woman - Mining And Quarrying,40.0
/20094/ca,NOC 8221,Face Boss - Underground Mining,40.0
/20095/ca,NOC 8221,Fill Foreman/woman - Underground Mining,40.0
/20096/ca,NOC 8221,Fire Boss - Mining,40.0
/20097/ca,NOC 8221,Dynamiters Foreman/woman - Quarrying,40.0
/20098/ca,NOC 8221,Blasters Foreman/woman - Surface Mining,40.0
/20099/ca,NOC 8221,Blasters Foreman/woman - Quarrying,40.0
/20100/ca,NOC 8221,"Foreman/woman, Motormen/women And Dinkeymen/women (except Rail Transport)",40.0
/20101/ca,NOC 8221,"Foreman/woman, Quarry",40.0
/20102/ca,NOC 8221,"Foreman/woman, Surface Mine",40.0
/20103/ca,NOC 8221,"Foreman/woman, Underground Mine",40.0
/20104/ca,NOC 8221,"Boss, Level - Underground Mining",40.0
/20105/ca,NOC 8221,Mine Foreman/woman,40.0
/20106/ca,NOC 8221,"Supervisor, Mine",40.0
/20107/ca,NOC 8221,"Foreman/woman, Production - Mining And Quarrying",40.0
/20108/ca,NOC 8221,"Supervisor, Quarry",40.0
/20109/ca,NOC 8221,"Boss, Sand Fill - Underground Mining",40.0
/20110/ca,NOC 8221,"Boss, Shift - Mining And Quarrying",40.0
/20111/ca,NOC 8221,"Foreman/woman, Shift - Mining And Quarrying",40.0
/20112/ca,NOC 8221,"Foreman/woman, Shot - Mining And Quarrying",40.0
/20113/ca,NOC 8221,"Foreman/woman, Stope - Mining",40.0
/20114/ca,NOC 8221,"Supervisor, Surface Mine",40.0
/20116/ca,NOC 8221,Track Boss - Underground Mining,40.0
/20117/ca,NOC 8221,"Boss, Yard - Mining And Quarrying",40.0
/20118/ca,NOC 8221,"Supervisor, Yard - Mining And Quarrying",40.0
/20119/ca,NOC 8221,Drill Fitter Boss - Mining,40.0
/20120/ca,NOC 8221,Drill Fitter Foreman/woman - Mining,40.0
/20121/ca,NOC 8221,General Foreman/woman - Mining,40.0
/20122/ca,NOC 8221,Junior Foreman/woman - Mining,40.0
/20123/ca,NOC 8221,Relieving Surface Foreman/woman - Mining,40.0
/20124/ca,NOC 8221,Salvage Foreman/woman - Mining,40.0
/20125/ca,NOC 8221,Senior Foreman/woman - Mining,40.0
/20126/ca,NOC 8221,Supply Boss - Mining,40.0
/20127/ca,NOC 8221,Supply Foreman/woman - Mining,40.0
/20128/ca,NOC 8221,Surface Foreman/woman - Mining,40.0
/20130/ca,NOC 8232,Assistant Driller - Oil And Gas Well Drilling,38.0
/20131/ca,NOC 8232,Assistant Driller - Offshore Drilling Rig,38.0
/20132/ca,NOC 8232,Directional Drilling Operator,38.0
/20133/ca,NOC 8232,Downhole Tool Operator,38.0
/20134/ca,NOC 8232,Drill Stem Tester,38.0
/20135/ca,NOC 8232,Driller - Oil And Gas Drilling,38.0
/20136/ca,NOC 8232,Offshore Driller - Oil And Gas,38.0
/20137/ca,NOC 8232,Electric Line Operator,38.0
/20138/ca,NOC 8232,Fishing Tool Operator - Oil Field Services,38.0
/20139/ca,NOC 8232,Gas Tester - Oil Field Services,38.0
/20140/ca,NOC 8232,Oil Well Perforator,38.0
/20141/ca,NOC 8232,Logging And Perforating Operator,38.0
/20142/ca,NOC 8232,Production Testing Operator - Oil And Gas Well Drilling,38.0
/20143/ca,NOC 8232,Service Rig Operator,38.0
/20144/ca,NOC 8232,Sidewall Core Sampler - Oil Field Services,38.0
/20145/ca,NOC 8232,Slickline Operator,38.0
/20146/ca,NOC 8232,Well Puller - Oil Field Services,38.0
/20147/ca,NOC 8232,Well Testing Operator,38.0
/20148/ca,NOC 8232,Wireline Operator,38.0
/20149/ca,NOC 8232,Workover Rig Operator - Oil Field Services,38.0
/20150/ca,NOC 8232,Gun Perforator - Oil Field Services,38.0
/20151/ca,NOC 8232,Coring Operator - Oil Field Services,38.0
/20152/ca,NOC 8232,Hydrocarbon Mud Logger - Oil Field Services,38.0
/20153/ca,NOC 8232,Wireline Operator Trainee,38.0
/20154/ca,NOC 8232,Driller - Offshore Drilling Rig,38.0
/20155/ca,NOC 8262,Beam Trawl Fisherman/woman,25.0
/20156/ca,NOC 8262,Clam Dredge Operator,25.0
/20157/ca,NOC 8262,Clam Fisherman/woman,25.0
/20158/ca,NOC 8262,Crab Fisherman/woman,25.0
/20159/ca,NOC 8262,Danish Seine Fisherman/woman,25.0
/20160/ca,NOC 8262,Fisherman/woman,25.0
/20161/ca,NOC 8262,Fishing Vessel Skipper,25.0
/20162/ca,NOC 8262,Gill Net Fisherman/woman,25.0
/20163/ca,NOC 8262,Handliner Fisherman/woman,25.0
/20164/ca,NOC 8262,Harpoon Fisherman/woman,25.0
/20165/ca,NOC 8262,Hoop Net Fisherman/woman,25.0
/20166/ca,NOC 8262,Inshore Fisherman/woman,25.0
/20167/ca,NOC 8262,Line Fisherman/woman,25.0
/20168/ca,NOC 8262,Lobster Fisherman/woman,25.0
/20169/ca,NOC 8262,Longliner Fisherman/woman,25.0
/20170/ca,NOC 8262,Otter Trawl Fisherman/woman,25.0
/20171/ca,NOC 8262,Pot Fisherman/woman,25.0
/20172/ca,NOC 8262,Prawn Fisherman/woman,25.0
/20173/ca,NOC 8262,Purse Seine Fisherman/woman,25.0
/20174/ca,NOC 8262,Scallop Dredger,25.0
/20175/ca,NOC 8262,Seaweed Dragger,25.0
/20176/ca,NOC 8262,Seaweed Harvesting Machine Operator,25.0
/20177/ca,NOC 8262,Seiner Fisherman/woman,25.0
/20178/ca,NOC 8262,Shellfish Fisherman/woman,25.0
/20179/ca,NOC 8262,Shellfish Harvester Operator,25.0
/20180/ca,NOC 8262,Shore Fisherman/woman,25.0
/20181/ca,NOC 8262,Gillnetter Skipper,25.0
/20182/ca,NOC 8262,Swordfish Fisherman/woman,25.0
/20183/ca,NOC 8262,Trap Boss - Fishing,25.0
/20184/ca,NOC 8262,Troller Fisherman/woman,25.0
/20185/ca,NOC 8262,Weir Fisherman/woman,25.0
/20186/ca,NOC 8262,Longline Fisherman/woman,25.0
/20187/ca,NOC 8262,Trap Fisherman/woman,25.0
/20188/ca,NOC 8442,Hunter,18.0
/20189/ca,NOC 8442,Sealer,18.0
/20190/ca,NOC 8442,Trapper,18.0
/20191/ca,NOC 8442,Fur Trapper,18.0
/20192/ca,NOC 8442,Beaver Trapper,18.0
/20193/ca,NOC 8442,Game Trapper,18.0
/20194/ca,NOC 8442,Muskrat Trapper,18.0
/20195/ca,NOC 8442,Land-based Seal Hunter,18.0
/20196/ca,NOC 8612,"Helper, Tree Surgeon",16.55
/20197/ca,NOC 8612,Gardening Helper,16.55
/20198/ca,NOC 8612,"Gardening Helper, Landscape",16.55
/20199/ca,NOC 8612,"Helper, Plant Doctor",16.55
/20200/ca,NOC 8612,"Applicator, Chemicals - Lawn Care",16.55
/20201/ca,NOC 8612,Grass Cutter,16.55
/20202/ca,NOC 8612,Tree Trimmer - Landscaping,16.55
/20203/ca,NOC 8612,Tree Pruner - Landscaping,16.55
/20204/ca,NOC 8612,"Worker, Plant Care",16.55
/20205/ca,NOC 8612,Cemetery Worker,16.55
/20206/ca,NOC 8612,Lawn Mower,16.55
/20207/ca,NOC 8612,"Digger, Graves",16.55
/20209/ca,NOC 8612,"Keeper, Grounds",16.55
/20210/ca,NOC 8612,"Maintenance Worker, Parks",16.55
/20211/ca,NOC 8612,"Labourer, Grounds Maintenance",16.55
/20212/ca,NOC 8612,"Labourer, Sod Laying",16.55
/20213/ca,NOC 8612,Golf Course Worker,16.55
/20214/ca,NOC 8612,Sod Layer,16.55
/20215/ca,NOC 8612,Cemetery Labourer,16.55
/20216/ca,NOC 8612,"Worker, Lawn Mowing",16.55
/20217/ca,NOC 8612,"Sprayer, Trees",16.55
/20218/ca,NOC 8612,Greenskeeper Helper,16.55
/20219/ca,NOC 8612,Transplanter - Landscape Maintenance,16.55
/20220/ca,NOC 8612,Bulb Planter - Landscaping,16.55
/20221/ca,NOC 8612,Park Maintenance Labourer,16.55
/20222/ca,NOC 8612,Greens Worker,16.55
/20223/ca,NOC 8612,Grounds Maintenance Worker,16.55
/20224/ca,NOC 8612,Groundsman/woman,16.55
/20225/ca,NOC 8612,Landscape Worker,16.55
/20226/ca,NOC 8612,Golf Course Labourer,16.55
/20227/ca,NOC 8612,Landscape Labourer,16.55
/20229/ca,NOC 8615,"Cementer Helper, Oil Well",25.0
/20230/ca,NOC 8615,Floorman/woman - Oil And Gas Drilling,25.0
/20231/ca,NOC 8615,Floorman/woman - Offshore Drilling Rig,25.0
/20232/ca,NOC 8615,"Helper, Tubing - Oil Field Services",25.0
/20233/ca,NOC 8615,Wireline Helper,25.0
/20234/ca,NOC 8615,"Labourer, Oil Field",25.0
/20235/ca,NOC 8615,Leasehand,25.0
/20236/ca,NOC 8615,Gravity Prospecting Observer Helper,25.0
/20237/ca,NOC 8615,Observer Helper - Seismic Prospecting,25.0
/20238/ca,NOC 8615,Perforator Loader Helper - Oil Field Services,25.0
/20239/ca,NOC 8615,Roughneck,25.0
/20240/ca,NOC 8615,Roughneck - Offshore Drilling Rig,25.0
/20241/ca,NOC 8615,"Roughneck, Service Rig - Oil Field Services",25.0
/20242/ca,NOC 8615,Roustabout,25.0
/20243/ca,NOC 8615,Roustabout - Offshore Drilling Rig,25.0
/20244/ca,NOC 8615,Service Rig Helper,25.0
/20245/ca,NOC 8615,"Helper, Service Rig - Oil Field Services",25.0
/20246/ca,NOC 8615,Shakerhand,25.0
/20247/ca,NOC 8615,Shooter Helper - Seismic Prospecting,25.0
/20248/ca,NOC 8615,Shooter - Seismograph,25.0
/20249/ca,NOC 8615,"Operator, Vibrator - Seismic Prospecting",25.0
/20250/ca,NOC 8615,"Helper, Well Puller - Oil Field Services",25.0
/20251/ca,NOC 8615,Well Treatment Helper,25.0
/20252/ca,NOC 8615,Reeled Tubing Helper - Oil Field Services,25.0
/20253/ca,NOC 8615,Floorhand,25.0
/20254/ca,NOC 8615,Floorhand - Offshore Drilling Rig,25.0
/20255/ca,NOC 8615,Swamper - Oil And Gas,25.0
