noc,expertise,skills,knowledge
NOC 4169,"['Teach courses and deliver presentations at conferences, workshops, symposiums', 'Evaluate programs', 'Produce educational materials', 'Provide consulting services to government and other organizations', 'Design and develop programs', 'Conduct studies of the origin, development and functioning of human societies and cultures and of human evolution, changing physical characteristics and geographical distribution', 'Study artifacts (objects and structures) to reconstruct past economic, social, political and intellectual life', 'Study and analyse the spatial distribution and interrelationship of physical, biological, cultural and social patterns', 'Conduct research into one or more phases or aspects of past human activity and interpret and document findings', 'Study the origin, structure and development of languages and apply linguistic theory to problems in teaching, translation and communications', 'Conduct research into the theory, origin, development, interrelationships and functioning of political institutions, political movements and individual political behaviour', 'Administer, apply and interpret tests, scales and psychological measures', 'Administer and score psychological tests, under the supervision of a registered psychologist', 'Develop psychological tests, scales and measures', 'Study the development, structure, social patterns and interrelationships of human society']","['Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Analysis : Researching and Investigating', 'Communication : Professional Communicating', 'Information Handling : Managing Information', 'Creative Expression : Writing']","['Law and Public Safety : Law, Government, and Jurisprudence', 'Mathematics and Science : Statistics', 'Social Sciences and Arts : Sociology and Anthropology', 'Social Sciences and Arts : Geography', 'Social Sciences and Arts : Languages Foreign', 'Social Sciences and Arts : History and Archaeology', 'Social Sciences and Arts : Psychology']"
NOC 7237,"['Interpret welding process specifications', 'Operate manual or semi-automatic, fully automated welding equipment', 'Operate manual or semi-automatic flame-cutting equipment', 'Operate brakes, shears and other metal shaping, straightening and bending machines', 'Fit, braze and torch-straighten metal', 'Operate oxygen arc cutting equipment (arc-air), (AOC)', 'Determine weldability of materials', 'Operate hoisting and lifting equipment', 'Operate previously set-up welding machines to fabricate or repair metal parts and products', 'Operate previously set-up brazing or soldering machines to bond metal or to fill holes, indentations and seams of metal', 'Start up, shut down, adjust and monitor robotic welding production line', 'Maintain and perform minor repairs on welding, brazing and soldering equipment']","['Operating and Repairing Equipment, Machinery and Vehicles : Mechanical Installing, Maintaining and Repairing', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Stationary Industrial Equipment', 'Building : Restoring and Repairing', 'Building : Constructing', 'Analysis : Inspecting and Testing', 'Analysis : Analyzing Information']","['Business, Finance and Management : Client  Service', 'Engineering and Technology : Building and Construction', 'Law and Public Safety : Public Safety and Security', 'Manufacturing and Production : Processing and Production']"
NOC 7512,"['Operate subway or light rail transit to transport passengers', 'Operate buses, school busses or streetcars to transport passengers', 'Provide sightseeing information', 'Provide passengers with information on fares, schedules and stops', 'Collect fares and record transactions', 'Report delays, mechanical problems and accidents', 'Load and unload vehicle', 'Direct passengers during emergency evacuation procedures', 'Operate para-transit vehicles', 'Ensure para-transit passengers board vehicle safely', 'Deal with public', 'Complete logbooks and reports', 'Deal with difficult passengers and resolve conflicts', 'Perform pre-trip, en route and post-trip inspection and oversee all aspects of vehicle', 'Communicate with passengers, dispatchers or other drivers using two-way radio systems', 'Maintain control of student activities during travel to prevent distractions or behaviours that could compromise safety', ""Ensure children's safety when boarding and leaving buses and crossing street while bus is stopped""]","['Service and Care : Protecting and Enforcing', 'Service and Care : Serving Others', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Mobile Equipment', 'Information Handling : Processing Information', 'Handling Goods and Materials : Loading and Unloading']","['Business, Finance and Management : Client  Service', 'Communications and Transportation : Transportation', 'Law and Public Safety : Public Safety and Security', 'Social Sciences and Arts : Geography']"
NOC 8432,"['Operate climate controls', 'Spray or dust plants with insecticides and fungicides', 'Assist in pruning trees, shrubs and plants', 'Mix and prepare soils', 'Plant bulbs and seeds', 'Pot and re-pot plants', 'Transplant seedlings or rooted cuttings', 'Apply fertilizers', 'Report signs of insect or disease damage', 'Assist in grafting activities', 'Dig up wrapping rootballs of trees and shrubs', 'Water and tend to plants, lawns and/or gardens', 'Clean work area', 'Tying', 'Seed cutting', 'Shoot positioning', 'Suckering', 'Automated honey extractor', 'Brush collecting', 'Budding trees', 'Christmas tree shearing', 'Vegetable culling', 'Vertical farming system', 'Weeding', 'Cleaning crop', 'Clipping', 'Deleafing', 'Fruit trees training', 'Greenhouse cleaning', 'Hand harvesting vegetables', 'Harvesting seedlings', 'Lowering', 'Maintain and manage growth of vines, vine canopy and grapes', 'Mixing fertilizer', 'Permaculture']","['Service and Care : Cleaning and House/Shop Keeping', 'Service and Care : Serving Others', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Mobile Equipment', 'Analysis : Inspecting and Testing', 'Information Handling : Processing Information', 'Handling Goods and Materials : Loading and Unloading', 'Handling Goods and Materials : Sorting']","['Business, Finance and Management : Client  Service', 'Law and Public Safety : Public Safety and Security', 'Mathematics and Science : Biology']"
NOC 9433,"['Operate and monitor various papermaking and finishing process machinery and equipment', 'Mount, position and thread paper rolls', 'Control process machinery using a distributed control system and process computers', 'Observe panel indicators and equipment to detect malfunctions', 'Start up or shut down process equipment', 'Inspect paper visually for wrinkles, holes, discolouration, streaks or other defects', 'Communicate with and assist papermaking and coating control operators to make process adjustments as required', 'Ensure that process steps are carried out according to specifications']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Stationary Industrial Equipment', 'Analysis : Analyzing Information', 'Analysis : Inspecting and Testing', 'Information Handling : Processing Information', 'Handling Goods and Materials : Loading and Unloading']","['Engineering and Technology : Computer and Information Systems', 'Manufacturing and Production : Processing and Production']"
NOC 9441,"['Operate and feed a variety of machines', 'Investigate machine stoppages', 'Shear hides to specified length', 'Prepare solutions to clean, dehair, pickle, oil or tan hides and skins', 'Remove flesh and loose hair from hides and pelts', 'Operate a variety of machines to bleach, dye, coat or finish fabric, thread, yarn or other textile products', 'Examine products for defects and to ensure adherence to quality standards', 'Mix dyes or chemicals according to established formulae', 'Tint or dye furs', 'Adjust rotation and mixing action of vats according to state of pelts', 'Shave hides to uniform thickness']","['Service and Care : Cleaning and House/Shop Keeping', 'Operating and Repairing Equipment, Machinery and Vehicles : Mechanical Installing, Maintaining and Repairing', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Stationary Industrial Equipment', 'Analysis : Analyzing Information', 'Analysis : Inspecting and Testing', 'Handling Goods and Materials : Loading and Unloading']",['Manufacturing and Production : Processing and Production']
NOC 8616,"['Assist other logging and forestry workers', 'Attach cables or chokers to felled trees for yarding', 'Plant tree seedlings', 'Clean up landing areas at logging sites', 'Operate chain saws to clear trails through woodlands', 'Spray herbicides from the ground using manual spraying equipment']","['Service and Care : Cleaning and House/Shop Keeping', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Stationary Industrial Equipment', 'Handling Goods and Materials : Loading and Unloading']","['Law and Public Safety : Public Safety and Security', 'Manufacturing and Production : Processing and Production']"
NOC 9612,"['Operate metal cleaning equipment to remove excess welds, rust, scale and other materials from surfaces of metal products', 'Immerse metal products in cleaning solutions', 'Assist structural steel and platework fitters, sheet metal workers, metal machine operators or other metal workers', 'Sort metal sheets and parts, scrap metal and other materials', 'Grind or chip excess metal from metal products using hand tools', 'Clean machines and immediate work areas', 'Transport raw materials, finished products and equipment throughout plant manually or using powered equipment', 'Polish metal products to mirror finish', 'Read and interpret work orders', 'Load and unload vehicle']","['Service and Care : Cleaning and House/Shop Keeping', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Stationary Industrial Equipment', 'Handling Goods and Materials : Sorting', 'Handling Goods and Materials : Loading and Unloading']",['Manufacturing and Production : Processing and Production']
NOC 6611,"['Operate cash register', 'Process money, cheques and credit/debit card payments', 'Scan items', 'Tabulate total payment for goods or services required', 'Receive payment for goods or services', 'Calculate daily/shift payments received and reconcile with total sales', 'Suggestive selling', 'Stock shelves and clean counter area', 'Greet customers', 'Accept reservations or take-out orders', 'Assist theatre patrons with seat selection', 'Attend to hotel safety-deposit boxes', 'Wrap or place merchandise in bags', 'Weigh produce and bulk foods', 'Provide customer service', 'Calculate foreign currency exchange', 'Assist customers with self-checkout', 'Verify the age of customers when selling lottery tickets, alcohol or tobacco products', 'Participate in promotional activities', 'Monitor all entrances and exits, request proof of payment when necessary']","['Service and Care : Cleaning and House/Shop Keeping', 'Service and Care : Serving Others', 'Information Handling : Processing Information', 'Handling Goods and Materials : Sorting', 'Handling Goods and Materials : Loading and Unloading']","['Business, Finance and Management : Client  Service']"
NOC 7202,"['Supervise workers and projects', 'Co-ordinate and schedule activities', 'Train or arrange for training', 'Manage own company', 'Ensure health and safety regulations are followed', 'Recommend personnel actions', 'Requisition or order materials, equipment and supplies', 'Establish methods to meet work schedules and co-ordinate work activities with other work units', 'Resolve work problems and recommend measures to improve productivity']","['Service and Care : Protecting and Enforcing', 'Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Planning', 'Analysis : Analyzing Information', 'Communication : Advising and Consulting', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Personnel and Human Resources', 'Communications and Transportation : Telecommunications', 'Engineering and Technology : Electricity (Electrical and Electronics)', 'Law and Public Safety : Public Safety and Security']"
NOC 16,"['Select middle managers, directors or other executive staff; delegate the necessary authority to them and create optimum working conditions', 'Establish objectives for the organization and formulate or approve policies and programs', 'Co-ordinate the work of regions, divisions or departments', 'Represent the organization, or delegate representatives to act on behalf of the organization, in negotiations or other official functions', 'Establish financial and administrative controls; formulate and approve promotional campaigns; and approve overall human resources planning', 'Authorize and organize the establishment of major departments and associated senior staff positions', 'Allocate material, human and financial resources to implement organizational policies and programs']","['Management : Leading and Motivating', 'Management : Recruiting and Hiring', 'Management : Strategic Planning', 'Management : Co-ordinating and Organizing', 'Management : Allocating and Controlling Resources', 'Management : Evaluating', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Negotiating and Adjudicating']","['Business, Finance and Management : Business Management', 'Communications and Transportation : Transportation', 'Engineering and Technology : Electricity (Electrical and Electronics)', 'Engineering and Technology : Building and Construction', 'Engineering and Technology : Engineering and Applied Technologies', 'Manufacturing and Production : Processing and Production']"
NOC 711,"['Prepare and submit construction project budget estimates', 'Plan and prepare construction schedules and milestones and monitor progress', 'Prepare contracts and negotiate revisions, changes and additions to contractual agreements', 'Establish and implement policies and procedures for quality control', 'Select trade subcontractors and co-ordinate their activities', 'Plan and manage budgets', 'Direct the purchase of building materials and land acquisitions', 'Develop and implement quality control programs', 'Prepare reports', 'Oversee the analysis of data and information', 'Plan, organize, direct, control and evaluate daily operations']","['Management : Recruiting and Hiring', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Supervising', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Advising and Consulting', 'Communication : Negotiating and Adjudicating', 'Information Handling : Processing Information']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Business Management', 'Engineering and Technology : Building and Construction', 'Law and Public Safety : Public Safety and Security']"
NOC 1414,"['Greet people and direct them to contacts or service areas', 'Obtain and process information required to provide services', 'Operate switchboard or telephone system', 'Record and relay information', 'Schedule and confirm appointments', 'Send invoices', 'Receive and issue payments', 'Perform clerical duties, such as filing and sorting and distributing mail', 'Answer telephone and relay telephone calls and messages', 'Calculate billing charges', 'Monitor mobile radio or telephone', 'Provide directory assistance', 'Arrange teleconferences', 'Relay service to persons with disabilities', 'Provide emergency services']","['Service and Care : Serving Others', 'Communication : Interviewing', 'Information Handling : Processing Information']","['Business, Finance and Management : Clerical', 'Business, Finance and Management : Client  Service', 'Social Sciences and Arts : Languages Foreign']"
NOC 2154,"['Develop survey plans, methods and procedures for conducting legal surveys', 'Plan, direct and supervise or conduct surveys to establish legal boundaries of properties', 'Record all measurements and other information obtained during survey activities', 'Prepare or supervise the preparation and compilation of all data and documents related to surveys of real property boundaries', 'Certify and assume liability for surveys made to establish real property boundaries', 'Advise and provide consultation on matters related to legal surveys', 'Analyze, manage and display data using geographic information systems and computer-aided design and drafting', 'Determine precise locations using electronic distance measuring equipment', 'Survey and lay out subdivisions for rural and urban development']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Management : Supervising', 'Analysis : Planning', 'Analysis : Analyzing Information', 'Communication : Professional Communicating', 'Communication : Advising and Consulting', 'Information Handling : Processing Information', 'Information Handling : Managing Information']","['Engineering and Technology : Computer and Information Systems', 'Engineering and Technology : Building and Construction', 'Engineering and Technology : Engineering and Applied Technologies', 'Law and Public Safety : Law, Government, and Jurisprudence', 'Mathematics and Science : Mathematics', 'Social Sciences and Arts : Geography']"
NOC 3112,"['Examine patients and take their histories, order laboratory tests, X-rays and other diagnostic procedures', ""Consult with other medical practitioners to evaluate patients' physical and mental health"", 'Prescribe and administer medications and treatments', 'Perform and assist in routine surgery', 'Inoculate and vaccinate patients to prevent and treat diseases', 'Deliver babies and provide pre-natal and post-natal care', 'Advise patients on health care', 'Report births, deaths, contagious and other diseases to government authorities', 'Communicate health promotion, disease, illnes and accident prevention to patients', 'Perform patient advocacy role', 'Co-ordinate or manage primary patient care', 'Supervise home care services', 'Provide emergency care', 'Provide acute care management', 'Provide counselling and support to patients and their families on a wide range of health and lifestyle issues']","['Service and Care : Treating People/Animals', 'Service and Care : Counselling and Nurturing', 'Management : Supervising', 'Analysis : Examining and Diagnosing', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Liaising and Networking', 'Communication : Interviewing', 'Communication : Advising and Consulting', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Client  Service', 'Health Services : Therapy and Counselling', 'Health Services : Medicine', 'Law and Public Safety : Public Safety and Security', 'Mathematics and Science : Biology', 'Mathematics and Science : Chemistry']"
NOC 4033,"['Counsel students regarding educational, career or vocational issues', 'Counsel students regarding personal and social issues', 'Consult with teachers, parents, administrators and community agencies', 'Co-ordinate the provision of counselling and information services to students, parents and teachers', 'Administer and interpret standardized intelligence, aptitude and interest tests', 'Refer students to other specialized services when required', 'Participate in staff meetings, educational conferences and workshops', 'Develop guidance and counselling programs', 'Arrange for recruitment of graduating students by employers', 'Supervise peer counselling programs', 'Supervise field experience for graduate students in clinical and counselling areas', 'Visit colleges and secondary schools to provide academic information to prospective students, their parents and educational institutions', 'Prepare and deliver presentations at conferences, workshops and symposia']","['Service and Care : Counselling and Nurturing', 'Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Education and Training : Teaching and Instruction', 'Health Services : Therapy and Counselling', 'Social Sciences and Arts : Psychology', 'Social Sciences and Arts : Sociology and Anthropology']"
NOC 513,"['Develop and manage programs and services', 'Provide technical and professional advice', 'Develop policies and procedures to implement programs', 'Organize and administer national and provincial programs (training, coaching or officiating)', 'Manage the daily operations of a sport or recreational organization', 'Prepare budgets and monitor revenues and expenses', 'Direct fundraising drives', 'Arrange for sponsorships from public and private organizations', 'Negotiate business contracts']","['Management : Leading and Motivating', 'Management : Recruiting and Hiring', 'Management : Strategic Planning', 'Management : Co-ordinating and Organizing', 'Management : Allocating and Controlling Resources', 'Management : Evaluating', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Negotiating and Adjudicating']","['Business, Finance and Management : Client  Service', 'Business, Finance and Management : Personnel and Human Resources', 'Business, Finance and Management : Business Management', 'Communications and Transportation : Communications and Media', 'Education and Training : Teaching and Instruction']"
NOC 631,"['Plan, organize, direct, control and evaluate daily operations', 'Determine type of services to be offered and implement operational procedures', 'Monitor revenues and modify procedures and prices', 'Ensure health and safety regulations are followed', 'Negotiate arrangements with suppliers for food and other supplies', 'Negotiate with clients for catering or use of facilities', 'Develop, implement and analyze budgets', 'Participate in marketing plans and implementation', 'Set staff work schedules and monitor staff performance', ""Address customers' complaints or concerns"", 'Provide customer service', 'Recruit, train and supervise staff']","['Service and Care : Protecting and Enforcing', 'Management : Allocating and Controlling Resources', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Recruiting and Hiring', 'Management : Strategic Planning', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Interviewing', 'Communication : Negotiating and Adjudicating']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Business Management', 'Business, Finance and Management : Client  Service', 'Law and Public Safety : Public Safety and Security', 'Manufacturing and Production : Food Production and Agriculture']"
NOC 712,"['Plan and prepare work schedules', 'Select and employ trade subcontractors and co-ordinate their activities', 'Inspect subcontractors work to ensure quality and conformity with plans and specifications', 'Develop and implement marketing and advertising and sales strategies', 'Plan and manage budgets', 'Perform trade work during home construction, renovation or restoration', 'Develop and implement business plans', 'Develop and implement financial and operating plans', 'Prepare estimates and bids for home construction, renovation and restoration projects', 'Work with customers, architects and engineers regarding plans and specifications', 'Prepare and maintain directory of supplies and trade contractors', 'Ensure that construction permits are obtained', 'Develop and implement health and safety plans', 'Human resource planning and development', 'Plan, organize, direct, control and evaluate daily operations']","['Service and Care : Protecting and Enforcing', 'Management : Recruiting and Hiring', 'Management : Co-ordinating and Organizing', 'Management : Allocating and Controlling Resources', 'Management : Evaluating', 'Management : Supervising', 'Building : Constructing', 'Analysis : Inspecting and Testing', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Liaising and Networking', 'Communication : Interviewing', 'Communication : Advising and Consulting', 'Communication : Promoting and Selling', 'Communication : Negotiating and Adjudicating']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Client  Service', 'Business, Finance and Management : Business Management', 'Engineering and Technology : Building and Construction', 'Law and Public Safety : Public Safety and Security']"
NOC 1222,"['Establish and co-ordinate administrative policies and procedures', 'Analyze incoming and outgoing memoranda, submissions and reports', 'Prepare and co-ordinate the production and submission of summary briefs and reports', 'Prepare agendas and make arrangements for committee, board and other meetings', 'Conduct research', 'Compile data and prepare papers for consideration and presentation by executive committees and boards of directors', 'Meet with individuals, special interest groups and others to discuss issues and assess and recommend various courses of action based on meetings', 'Liaise with departmental and corporate officials and with other organizations and associations', 'Prepare invoices, reports, memos, letters, financial statements and administer contracts and other documents', 'Arrange travel, related itineraries and make reservations', 'Train and supervise staff']","['Management : Co-ordinating and Organizing', 'Analysis : Analyzing Information', 'Analysis : Researching and Investigating', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Advising and Consulting', 'Creative Expression : Writing']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Clerical', 'Communications and Transportation : Communications and Media', 'Law and Public Safety : Law, Government, and Jurisprudence']"
NOC 2121,"['Conduct ecological and environmental impact studies and prepare reports', 'Conduct experiments in plant or animal growth, heredity and breeding', 'Plan and conduct studies of the environment, and of the population, distribution, structure and functional characteristics and behaviour of plants and animals', 'Prepare reports and plans for management of renewable resources', 'Study, identify and classify plant and animal specimens', 'Conduct studies into the identification, effects and control of human, plant and animal pathogens and toxins', 'Conduct research into the structure, function, ecology, biotechnology and genetics of micro-organisms, including bacteria, fungi, protozoans, and algae', 'Conduct research into the structure and functioning of human, animal and plant tissues and cells', 'Conduct molecular or biochemical studies and experiments in genetic expression, gene manipulation and recombinant DNA technology to develop new or alternative methods of producing products', 'Conduct clinical or laboratory studies to test, evaluate and screen drugs, pharmaceuticals and nanoparticles used in biomedical applications', 'Conduct research in biotechnology to discover, develop and refine, and evaluate new products']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Management : Supervising', 'Analysis : Planning', 'Analysis : Analyzing Information', 'Analysis : Researching and Investigating', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Advising and Consulting']","['Education and Training : Teaching and Instruction', 'Mathematics and Science : Biology', 'Mathematics and Science : Chemistry', 'Mathematics and Science : Statistics']"
NOC 2145,"['Direct and monitor oil and gas drilling operations', 'Develop drilling programs, select sites and specify drilling fluids, bit selection, drill stem testing procedures and equipment', 'Direct and monitor the completion and evaluation of wells, well testing and well surveys', 'Design and select artificial lift machinery, and well and surface production equipment and systems', 'Develop specifications for and monitor and supervise well modification and stimulation programs', 'Analyze reservoir rock and fluid data to design optimum recovery methods and to predict reservoir performance and reserves', 'Design, develop and co-ordinate the installation, maintenance and operation of subsea well-head and production equipment', 'Monitor and forecast oil and gas reservoir performance and recommend oil recovery techniques which extend the economic life of wells']","['Working with Technological Equipment and Machinery : Installing and Setting-Up Technical Infrastructure', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Supervising', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Professional Communicating', 'Communication : Advising and Consulting']","['Engineering and Technology : Mechanics and Machinery', 'Engineering and Technology : Design', 'Engineering and Technology : Engineering and Applied Technologies', 'Law and Public Safety : Public Safety and Security', 'Manufacturing and Production : Processing and Production', 'Mathematics and Science : Earth Sciences (Geosciences)']"
NOC 2173,"[""Collect and document user's requirements and develop logical and physical specifications"", 'Research, evaluate and synthesize technical information to design, develop and test computer-based systems', 'Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs', 'Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems', 'Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software', 'Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems']","['Working with Technological Equipment and Machinery : Debugging and Reprogramming Technical Systems', 'Working with Technological Equipment and Machinery : Installing and Setting-Up Technical Infrastructure', 'Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Inspecting and Testing', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Researching and Investigating', 'Communication : Liaising and Networking', 'Creative Expression : Designing', 'Creative Expression : Writing']","['Engineering and Technology : Computer and Information Systems', 'Engineering and Technology : Design', 'Law and Public Safety : Public Safety and Security', 'Mathematics and Science : Mathematics']"
NOC 2281,"['Maintain, troubleshoot and administer the use of local area networks (LANs), wide area networks (WANs), mainframe networks and computer workstations and peripheral equipment', 'Evaluate and install computer hardware, networking software and operating system software', 'Operate master consoles to monitor the performance of computer systems and networks and to co-ordinate access and use of computer networks', 'Load computer tapes and disks and install software and printer paper and forms', 'Provide problem-solving services to network users', 'Implement data, software and hardware security procedures', 'Perform routine network start up and close down and maintain control records', 'Perform data backups and disaster recovery operations', 'Install, maintain, troubleshoot and upgrade Web-server hardware and software', 'Set up local area networks and connections to the Internet', 'Implement network traffic and security monitoring software, and optimize server performance', 'Modify Web pages, applets and scripts', 'Research and apply meta-data to Websites and register Websites with search engines', 'Respond to requests for help and information from Website visitors and Website designers', 'Perform Web-server backup and recovery operations', 'Supervise technical staff']","['Working with Technological Equipment and Machinery : Debugging and Reprogramming Technical Systems', 'Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Working with Technological Equipment and Machinery : Installing and Setting-Up Technical Infrastructure', 'Management : Supervising', 'Analysis : Examining and Diagnosing', 'Analysis : Analyzing Information', 'Communication : Advising and Consulting', 'Information Handling : Processing Information']","['Business, Finance and Management : Client  Service', 'Communications and Transportation : Telecommunications', 'Engineering and Technology : Computer and Information Systems', 'Law and Public Safety : Public Safety and Security']"
NOC 3132,"['Develop, administer and supervise nutrition and food preparation and service programs', 'Evaluate nutritional status of individuals and provide nutrition guidance and consulting to health professionals, individuals, dietetic interns, community groups, government and the media', 'Plan, evaluate and conduct nutrition education programs and develop educational materials for various audiences', 'Analyze current scientific nutritional studies, conduct research and evaluate program effectiveness to improve the nutritional value, taste, appearance and preparation of food', 'Aid in the prevention and/or treatment of inadequate nutrition', 'Determine nutritional needs of patients and plan, implement and evaluate normal and therapeutic menus to maintain and enhance general health']","['Service and Care : Treating People/Animals', 'Management : Evaluating', 'Management : Supervising', 'Analysis : Planning', 'Analysis : Examining and Diagnosing', 'Analysis : Projecting Outcomes', 'Analysis : Researching and Investigating', 'Communication : Liaising and Networking', 'Communication : Advising and Consulting', 'Communication : Promoting and Selling', 'Communication : Teaching and Training']","['Business, Finance and Management : Client  Service', 'Business, Finance and Management : Marketing', 'Education and Training : Teaching and Instruction', 'Health Services : Therapy and Counselling', 'Health Services : Medicine', 'Manufacturing and Production : Food Production and Agriculture', 'Mathematics and Science : Biology', 'Mathematics and Science : Chemistry']"
NOC 3212,"[""Prepare for autopsies by obtaining patients' medical records"", 'Prepare bodies for release to funeral homes', 'Supervise and train junior resident pathologists and morgue attendants', 'Discard specimens according to established safety procedures', 'Dissect, examine, weigh and photograph organs and specimens', ""Assist with or perform autopsies and surgical specimen examinations under pathologists' supervision"", 'Collect tissue specimens for chemical analysis and record findings', 'Arrange for radiographic examinations of patients for autopsy', 'Clean and maintain autopsy, surgical and other equipment', 'Collect blood, tissue or other samples from patients', 'Log patient samples and prepare them for testing', 'Set up medical laboratory equipment', 'Conduct routine laboratory tests and sample analyses', 'Clean and maintain medical laboratory and laboratory equipment', 'Conduct quality control assessment of testing techniques']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Service and Care : Cleaning and House/Shop Keeping', 'Analysis : Analyzing Information', 'Information Handling : Processing Information']","['Health Services : Medicine', 'Mathematics and Science : Biology', 'Mathematics and Science : Chemistry']"
NOC 3234,"['Assess extent of injuries or illness of trauma victims to determine emergency medical treatment', 'Administer pre-hospital emergency care', 'Administer medications and provide advanced emergency treatments to patients', 'Transport patients to hospital or other medical facility for further medical care', 'Document and record nature of injuries and treatment provided', 'Assist hospital personnel with provision of medical treatment, if necessary', 'Maintain ambulances and emergency care equipment and supplies']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Service and Care : Treating People/Animals', 'Service and Care : Serving Others', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Mobile Equipment', 'Management : Supervising', 'Analysis : Examining and Diagnosing', 'Analysis : Analyzing Information', 'Communication : Liaising and Networking', 'Communication : Interviewing', 'Information Handling : Processing Information']","['Business, Finance and Management : Client  Service', 'Communications and Transportation : Transportation', 'Health Services : Medicine', 'Law and Public Safety : Public Safety and Security', 'Mathematics and Science : Biology', 'Mathematics and Science : Chemistry']"
NOC 4151,"['Examine and assess behaviour to diagnose behavioural, emotional and cognitive disorders', 'Provide therapy', 'Counsel individuals and groups to achieve more effective personal, social and vocational development and adjustment', 'Apply psychological theory and principles regarding behaviour and mental processes', 'Plan intervention programs', 'Plan intervention programs and conduct program evaluation', 'Formulate hypotheses and experimental designs, review literature, conduct studies and publish research papers, educational texts and articles', 'Conduct research', 'Publish research papers, educational texts and articles', 'Provide consultation services to government and other organizations', 'Administer standard psychological tests for assessment', 'Interpret test results', 'Offer mediation, conciliation and arbitration services', 'Deliver presentations at conferences, workshops or symposia', 'Help clients manage physical illness and disorders']","['Service and Care : Counselling and Nurturing', 'Service and Care : Treating People/Animals', 'Management : Evaluating', 'Analysis : Analyzing Information', 'Analysis : Examining and Diagnosing', 'Analysis : Planning', 'Analysis : Researching and Investigating', 'Communication : Advising and Consulting', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Negotiating and Adjudicating', 'Communication : Professional Communicating', 'Information Handling : Managing Information', 'Information Handling : Processing Information', 'Creative Expression : Writing']","['Health Services : Therapy and Counselling', 'Social Sciences and Arts : Psychology', 'Social Sciences and Arts : Sociology and Anthropology']"
