link,description,duties,titles,related_occupations
/22510/ca,"Information systems analysts and consultants analyze and test systems requirements, develop and implement information systems development plans, policies and procedures, and provide advice on a wide range of information systems issues. They are employed in information technology consulting firms and in information technology units throughout the public and private sectors, or they may be self-employed.","['Information systems business analysts and consultants', 'Confer with clients to identify and document requirements', 'Conduct business and technical studies', 'Design, develop, integrate, test and implement information systems business solutions', 'Provide advice on information systems strategy, policy, management, security and service delivery.', 'Systems security analysts', 'Confer with clients to identify and document requirements, assess physical and technical security risks to data, software and hardware', 'Develop policies, procedures and contingency plans to minimize the effects of security breaches.', 'Information systems quality assurance analysts', 'Develop and implement policies and procedures throughout the software development life cycle to maximize the efficiency, effectiveness and overall quality of software products and information systems.', 'Systems auditors', 'Conduct independent third-party reviews to assess quality assurance practices, software products and information systems.']","['information systems quality assurance analyst', 'computer systems analyst', 'management information systems (MIS) analyst', 'informatics consultant', 'IT (information technology) consultant', 'informatics security analyst', 'systems security analyst', 'information systems business analyst', 'systems auditor', 'systems consultant']","['Computer and information systems managers', 'Professional occupations in business management consulting', 'Financial auditors and accountants', 'Computer engineers (except software engineers and designers)', 'Software engineers and designers', 'Database analysts and data administrators', 'Web designers and developers', 'Computer programmers and interactive media developers']"
/3586/ca,"Construction inspectors inspect the construction and maintenance of new and existing buildings, bridges, highways and industrial construction to ensure that specifications and building codes are observed and monitor work site safety. They are employed by federal, provincial and municipal governments, construction companies, architectural and civil engineering consulting firms or they may be self-employed.","['Examine plans, drawings, and site layouts for new buildings, building renovations and other proposed structures', 'Inspect construction of buildings, bridges, dams, highways and other types of building and engineering construction for conformance to drawings, specifications, building codes or other applicable ordinances', 'Inspect and test electrical or plumbing installations in buildings to ensure compliance with municipal, provincial and federal regulations', 'Inspect steel framework, concrete forms, reinforcing steel mesh and rods, concrete or pre-stressed concrete to ensure quality standards and to verify conformance to specifications and building codes', 'Inspect construction of sewer systems and pipelines', 'Inspect construction sites to ensure that safe working conditions are maintained', 'Inspect existing buildings to identify and report on structural defects, fire hazards and other threats to safety', 'Inspect new or resale homes on behalf of clients and assess and provide reports on the physical condition of property', 'Plan, design, develop, implement, and evaluate workplace activities to ensure that workers comply with company policies and government safety regulations.']","['bridge inspector', 'building construction inspector', 'highway construction inspector', 'construction inspector', 'safety officer - construction', 'home inspector', 'housing construction inspector', 'plumbing inspector', 'pre-stressed concrete inspector', 'mine inspector, construction']","['Construction estimators', 'By-law enforcement and other regulatory officers, n.e.c.', 'Engineering inspectors and regulatory officers', 'Inspectors in public and environmental health and occupational health and safety', 'Construction managers']"
/24275/ca,"Senior managers in construction, transportation, production and utilities plan, organize, direct, control and evaluate, through middle managers, the overall operations of goods production, utility, transportation and construction companies. They formulate policies which establish the direction to be taken by these companies, either alone or in conjunction with other members of a board of directors. They work in establishments throughout the following industries: fishing, forestry, logging and agriculture; mining, oil and gas extraction; construction; transportation and warehousing; printing; manufacturing; and utilities or they may own and operate their own business.","['Establish objectives for the company and formulate or approve policies and programs', 'Authorize and organize the establishment of major departments and associated senior staff positions', 'Allocate material, human and financial resources to implement company policies and programs; establish financial and administrative controls; formulate and approve promotional campaigns; and approve overall personnel planning', 'Select middle managers, directors or other executive staff', 'Co-ordinate the work of regions, divisions or departments', 'Represent the company, or delegate representatives to act on behalf of the company, in negotiations or other official functions.', 'Senior managers in this unit group may specialize in areas such as finance, marketing or human resources or in a particular product area.']","['chief executive officer (CEO) - manufacturing company', 'chief financial officer (CFO) - urban transit system', 'logging company corporate controller', 'executive vice-president - railway', 'general manager, trucking company', 'president, residential construction company', 'publishing house general manager', 'petroleum production company regional vice-president', 'vice-president, finance - mining company', 'vice-president, marketing - airline', 'vice-president, operations - electric power company', 'vice-president, sales - pulp and paper manufacturing']",['Managers in natural resources production and fishing']
/5002/ca,"Policy researchers, consultants and program officers in recreation, sports and fitness oversee and administer recreation, sports and fitness programs and activities, provide consulting services, conduct research and develop programs and policies related to recreation, sports and physical fitness. They are employed by federal, provincial and municipal governments, recreation, sports, fitness and health care facilities, retirement homes, community centres, sports and fitness consulting firms and organizations, or they may be self-employed.","['Recreation, sports and fitness policy analysts', 'Conduct research and develop government policies related to recreation, sports, fitness and athletic safety and standards.', 'Sports program consultants', 'Provide expert advice and consulting services to sports associations and other organizations in the design, development and administration of sports programs and activities.', 'Fitness program consultants', 'Provide expert advice and consulting services to community groups, corporations, schools and other organizations in the design and development of fitness programs and activities. They may write proposals and public relations statements for corporations, industry and the fitness community.', 'Recreation program consultants', 'Provide expert advice and consulting services to communities, corporations, institutions and other organizations in the design, development and promotion of recreation programs and activities.', 'Recreation, sports and fitness program supervisors', 'Develop, plan and co-ordinate sports, fitness and recreation programs, and special sporting events.']","['recreologist', 'fitness policy analyst', 'sports analyst', 'sports and recreation consultant', 'sports program supervisor', 'sports policy analyst', 'fitness consultant', 'sports consultant', 'recreation consultant']","['Recreation, sports and fitness program and service directors', 'Program leaders and instructors in recreation, sport and fitness']"
/5452/ca,"Mathematicians and statisticians research mathematical or statistical theories, and develop and apply mathematical or statistical techniques for solving problems in such fields as science, engineering, business and social science. Actuaries apply mathematics, statistics, probability and risk theory to assess potential financial impacts of future events. Mathematicians, statisticians and actuaries are employed by universities, governments, bank and trust companies, insurance companies, pension benefit consulting firms, professional associations, and science and engineering consulting firms.","['Mathematicians', 'Conduct research to extend mathematical knowledge in traditional areas of mathematics such as algebra, geometry, probability and logic', 'Apply mathematical techniques to the solution of problems in scientific fields such as physical science, engineering, computer science or other fields such as operations research, business or management.', 'Statisticians', 'Conduct research into the mathematical basis of the science of statistics', 'Develop statistical methodology and advise on the practical application of statistical methodology', 'Apply statistical theory and methods to provide information in scientific and other fields such as biological and agricultural science, business and economics, physical sciences and engineering, and the social sciences.', 'Actuaries', 'Apply mathematical models to forecast and calculate the probable future costs of insurance and pension benefits', 'Design life, health, and property insurance policies, and calculate premiums, contributions and benefits for insurance policies, and pension and superannuation plans', 'May assist investment fund managers in portfolio asset allocation decisions and risk management. They also use these techniques to provide legal evidence on the value of future earnings.']","['actuary', 'statistical analyst', 'biostatistician', 'demographer', 'insurance actuary', 'mathematician', 'statistician', 'consulting actuary']","['Financial managers', 'Other financial officers', 'Financial auditors and accountants', 'Insurance, real estate and financial brokerage managers', 'Financial and investment analysts', 'Statistical officers and related research support occupations']"
/12542/ca,"Conference and event planners plan, organize and co-ordinate conferences, conventions, meetings, seminars, exhibitions, trade shows, festivals and other events. They are employed by tourism associations, trade and professional associations, convention and conference centres, governments and by conference and event planning companies, or they may be self-employed.","['Meet with trade and professional associations and other groups to promote and discuss conference, convention and trade show services', 'Meet with sponsors and organizing committees to plan the scope and format of events, to establish and monitor budgets and to review administrative procedures and progress of events', 'Co-ordinate services for events, such as accommodation and transportation for participants, conference and other facilities, catering, signage, displays, translation, special needs requirements, audio-visual equipment, printing and security', 'Organize registration of participants, prepare programs and promotional material, and publicize events', 'Plan entertainment and social gatherings for participants', 'Hire, train and supervise support staff required for events', 'Ensure compliance with required by-laws', ""Negotiate contracts for services, approve suppliers' invoices, maintain financial records, review final billing submitted to clients for events and prepare reports.""]","['convention co-ordinator', 'conference and meeting planner', 'conference planner', 'conference services officer', 'event planner', 'festival organizer', 'meeting planner', 'special events organizer', 'trade show planner']","['Executive assistants', 'Administrative officers', 'Professional occupations in advertising, marketing and public relations', 'Sales and account representatives - wholesale trade (non-technical)']"
/1207/ca,"Senior managers in trade, broadcasting and other customer services plan, organize, direct, control and evaluate, through middle managers, trade, broadcasting and other service industry companies. They formulate policies which establish the direction to be taken by these companies, either alone or in conjunction with a board of directors. They work in establishments in broadcasting and related media services, wholesale trade, retail trade, accommodation and food service, and other services not elsewhere classified or they may own and operate their own business.","['Establish objectives for the company and formulate or approve policies and programs', 'Authorize and organize the establishment of major departments and associated senior staff positions', 'Allocate material, human and financial resources to implement organizational policies and programs; establish financial and administrative controls; formulate and approve promotional campaigns; and approve overall personnel planning', 'Select middle managers, directors or other executive staff', 'Co-ordinate the work of regions, divisions or departments', 'Represent the company, or delegate representatives to act on behalf of the company, in negotiations or other official functions.', 'Senior managers in this unit group may specialize in areas such as finance, marketing or human resources or in the sale of a particular product or provision of a particular service.']","['travel agency chief executive officer (CEO)', 'professional sports club chief financial officer (CFO)', 'general manager, cleaning service', 'restaurant chain corporate controller', 'president, department store', 'hotel chain regional vice-president', 'vice-president, finance - food wholesaling', 'vice-president, marketing - grocery store chain', 'vice-president, operations - radio broadcasting services', 'vice-president, engineering - television broadcasting services']","['Managers in customer and personal services, n.e.c.']"
/1285/ca,"Other administrative services managers plan, organize, direct, control and evaluate departments responsible for corporate governance and regulatory compliance, records management, security services, admissions and other administrative services. Also included in this unit group are managers responsible for departments involved in two or more of the following activities: finance, human resources, purchasing or administrative services. They are employed throughout the public and private sector.","['Plan, organize, direct, control and evaluate the operations of a department providing a single administrative service or several administrative services', 'Direct and advise staff engaged in providing records management, security, finance, purchasing, human resources or other administrative services', 'Direct and control corporate governance and regulatory compliance procedures within the establishment', 'Plan, administer and control budgets for contracts, equipment and supplies', 'Prepare reports and briefs for management committees evaluating administrative services', 'Interview, hire and oversee training for staff.']","['regional administrative manager', 'manager, administrative services', 'chief, administrative services', 'business manager - non-profit organization', 'manager, security', 'records administrator', 'inventory control manager', 'manager, support services']","['Financial managers', 'Computer and information systems managers', 'Purchasing managers', 'Human resources managers', 'Facility operation and maintenance managers']"
/24178/ca,"Contractors and supervisors in electrical trades and telecommunications occupations supervise and co-ordinate the activities of workers classified in the following unit groups: Electricians (7241), Industrial electricians (7242), Power system electricians (7243), Electrical power line and cable workers (7244), Telecommunications line and cable workers (7245), Telecommunications installation and repair workers (7246) and Cable television service and maintenance technicians (7247). They are employed in a wide range of establishments; places of employment are indicated in the above unit group descriptions. Contractors may be self-employed.","['Supervise, co-ordinate and schedule the activities of workers who install, repair and maintain electrical wiring, fixtures and control devices, power systems, telecommunication systems and cablevision systems', 'Establish methods to meet work schedules and co-ordinate work activities with other departments or subcontractors', 'Requisition materials and supplies', 'Resolve work problems and recommend work measures to improve productivity', 'Train or arrange for training of workers', 'Recommend personnel actions such as hirings and promotions', 'Ensure standards for safe working conditions are observed', 'Prepare work progress reports', 'May manage the operations of their own companies', 'May also supervise, co-ordinate and schedule the activities of related apprentices, helpers and labourers.', ""Small businesses' contractors may execute tasks within their trade area of expertise, which is generally not the case for supervisors or contractors associated with a medium or large business.""]","['supervisor, cable maintenance and repair', 'foreman/woman, construction electricians', 'foreman/woman, industrial electricians', 'foreman/woman, power system electricians', 'foreman/woman, cablevision technicians', 'plant electrician supervisor', 'supervisor, residential electricians', 'foreman/woman, power line and cable workers', 'power system electrician foreman/woman', 'residential electrician supervisor', 'telecommunication installation and repair worker foreman/woman', 'electrical contractor']","['Contractors and supervisors, mechanic trades']"
/4168/ca,"Occupational therapists develop individual and group programs with people affected by illness, injury, developmental disorders, emotional or psychological problems and aging to maintain, restore or increase their ability to care for themselves and to engage in work, school or leisure. They also develop and implement health promotion programs with individuals, community groups and employers. They are employed in health care facilities, in schools, and by private and social services agencies, or they may be self-employed.","[""Analyse clients' capabilities and expectations related to life activities through observation, interviews and formal assessments"", ""Develop intervention programs to address clients' needs related to self-care, work and leisure activities"", ""Maintain clients' records"", 'Establish personalized care plans working as a member of an interdisciplinary team', 'Consult and advise on health promotion programs to prevent disabilities and to maximize independent function in all activities of life', 'May supervise support personnel and students and provide training.', 'Occupational therapists may specialize in working with specific populations such as children or adults, or persons with distinct problems such as dementia, traumatic brain injury and chronic pain, or provide special interventions such as return-to-work programs.']","['occupational therapy rehabilitation consultant', 'clinical occupational therapist', 'community occupational therapist', 'occupational therapist (OT)', 'occupational therapist, case manager', 'occupational therapist, research and development']","['Managers in health care', 'Instructors of persons with disabilities']"
/26794/ca,"Power engineers operate and maintain reactors, turbines, boilers, generators, stationary engines and auxiliary equipment to generate electrical power and to provide heat, light, refrigeration and other utility services for commercial, institutional and industrial plants and facilities. Power systems operators monitor and operate switchboards and related equipment in electrical control centres to control the distribution of electrical power in transmission networks. They are employed by power generation plants, electrical power utilities, manufacturing plants, hospitals, universities and government and commercial establishments.","['Power engineers', 'Operate automated or computerized control systems, stationary engines and auxiliary equipment such as reactors, boilers, turbines, generators, pumps, compressors, pollution control devices and other equipment to generate electrical power and to provide light, heat, ventilation and refrigeration for buildings and industrial plants and facilities', 'Start up and shut down power plant equipment, control switching operations, control water levels and communicate with systems operators to regulate and co-ordinate transmission loads, frequency and line voltages', 'Monitor and inspect plant equipment, computer terminals, switches, valves, gauges, alarms, meters and other instruments to measure temperature, pressure, air and fuel flow and emissions to detect leaks or other equipment malfunctions and to ensure plant equipment is operating at maximum efficiency', 'Analyze and record instrument readings and equipment malfunctions', 'Troubleshoot and perform corrective action and minor repairs to prevent equipment or system failure', 'Respond to emergency situations if required', 'Clean and lubricate generators, turbines, pumps and compressors and perform other routine equipment maintenance duties using appropriate lubricants and hand, power and precision tools', 'Maintain a daily log of operation, maintenance and safety activities, and write reports on plant operation and non-compliance', 'May assist in the development of operation, maintenance and safety procedures.', 'Power systems operators', 'Operate and monitor computerized switchboards and auxiliary equipment in electrical control centres to control the distribution and to regulate the flow of electrical power in the transmission network', 'Co-ordinate, schedule and direct generating station and substation power loads and line voltages to meet distribution demands during daily operations, system outages, repairs and importing or exporting of power', 'Monitor and visually inspect station instruments, meters and alarms to ensure transmission voltages and line loadings are within prescribed limits and to detect equipment failure, line disturbances and outages', 'Issue work and test permits to electrical and mechanical maintenance personnel, assist maintenance and technical personnel to locate and isolate system problems, and assist during routine system testing', 'Complete and maintain station records, logs and reports.']","['auxiliary plant operator', 'stationary engineer', 'power engineer', 'system controller - electrical power systems', 'energy from waste plant operator', 'control room operator - electrical power systems', 'electrical power systems operator', 'nuclear generating station field operator', 'load dispatcher apprentice - electrical power systems', 'building systems technician', 'nuclear reactor operator - electrical power systems', 'distribution control operator - electrical power systems', 'power dispatcher - generating station', 'power plant stationary engineer', 'apprentice power dispatcher', 'power plant operator']","['Supervisors, petroleum, gas and chemical processing and utilities', 'Construction millwrights and industrial mechanics']"
/5482/ca,"Software engineers and designers research, design, evaluate, integrate and maintain software applications, technical environments, operating systems, embedded software, information warehouses and telecommunications software. They are employed in information technology consulting firms, information technology research and development firms, and information technology units throughout the private and public sectors, or they may be self-employed.","[""Collect and document users' requirements and develop logical and physical specifications"", 'Research, evaluate and synthesize technical information to design, develop and test computer-based systems including mobile applications', 'Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs', 'Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems including mobile applications', 'Assess, test, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software', 'May lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems.']","['software design engineer', 'application architect', 'embedded software engineer', 'computer software engineer', 'software design verification engineer', 'software testing engineer', 'systems integration engineer - software', 'software architect', 'technical architect - software', 'telecommunications software engineer', 'software designer']","['Computer and information systems managers', 'Computer engineers (except software engineers and designers)', 'Information systems testing technicians', 'Electrical and electronics engineers', 'Database analysts and data administrators', 'Web designers and developers', 'Information systems analysts and consultants', 'Computer programmers and interactive media developers']"
/4324/ca,"Other medical technologists and technicians (except dental health) include medical technologists and technicians such as dietary technicians, pharmacy technicians, ocularists, prosthetists, orthotists, prosthetic technicians and orthotic technicians. Dietary technicians are employed in health care and commercial food service establishments such as hospitals, extended care facilities, nursing homes, schools, cafeterias and fast food outlets. Pharmacy technicians are employed in retail and hospital pharmacies, long-term care facilities and by pharmaceutical manufacturers. Ocularists are employed in custom ocular prosthetic laboratories, or they may be self-employed. Prosthetists, orthotists and prosthetic and orthotic technicians are employed in hospitals, clinics, prosthetics and orthotics laboratories, and prosthetic device manufacturing companies. Prosthetists and orthotists may also be self-employed.","['Dietary technicians', 'Assist dietitians or nutritionists to plan and supervise food service operations', 'Plan menus and diet for individuals or groups under the direction of a dietitian or nutritionist', 'Assist in the supervision of personnel who prepare and serve food', 'Help patients select menu items', 'Assist dietitians with research in food, nutrition and food service systems.', 'Pharmacy technicians', 'Assist pharmacists to maintain inventories of medications and prescription records of pharmaceutical products', 'Ensure the information on prescriptions is accurate', 'Enter client information in databases and prepare medications for clients', 'Compound oral solutions, ointments and creams', 'Bill third party insurers', 'May help with scheduling and workflow.', 'Ocularists', 'Design, fabricate and fit ocular prostheses and conformers, and may design and fabricate implants', 'Paint the iris and pupil of artificial eyes', 'Clean and restore ocular prostheses', 'Advise patients concerning the loss of depth perception and the care and use of ocular prostheses', 'Repair and maintain fabrication and laboratory equipment', 'Consult with ophthalmologists concerning insertion of ocular prostheses.', 'Prosthetists and orthotists', 'Design, fabricate and fit prosthetic and orthotic appliances such as artificial limbs, braces or supports', ""Interpret physicians' specifications and examine and measure patients to develop working sketches of appliances"", 'Make and modify plaster casts of areas to receive prostheses or orthoses', 'Fit, adjust and repair appliances', 'Advise patients in the use and care of prostheses and orthoses', 'Supervise and direct the activities of prosthetic and orthotic technicians.', 'Prosthetic and orthotic technicians', 'Assemble or build prosthetic and orthotic appliances according to drawings, measurements and plaster casts using a variety of materials such as metals, plastics and leathers', 'Repair, rebuild and modify prosthetic and orthotic appliances or orthopaedic footwear', 'May take the body or limb measurements of patients.']","['pharmacy technician', 'food and nutrition technician - dietetics', 'ocularist technician', 'ocularist', 'dietary technician', 'orthotic technician', 'orthotist', 'prosthetic technician', 'prosthetist']","['Other technical occupations in therapy and assessment', 'Other assisting occupations in support of health services']"
/16908/ca,"Telecommunications line and cable workers install, repair and maintain telecommunication lines and cables. They are employed by cable television companies and by telephone and other telecommunications services.","['Install, remove, maintain and repair aerial and underground telephone and other telecommunication transmission and distribution lines, cables and associated hardware', 'Install (but do not repair or maintain) cable television lines and cables', 'Splice and repair various types and sizes of telephone and other telecommunication cables including single line, coaxial and fibre optic', 'Inspect and test telecommunication transmission lines and cables for transmission characteristics and to locate faults', 'Analyze and record test results', 'Climb and work aloft on poles, ladders or other support structures or work in confined spaces such as trenches, tunnels and crawl spaces', 'Communicate with other workers to co-ordinate the preparation and completion of work assignments', 'Assist in the erection and removal of telecommunication poles, towers and associated support structures', 'May operate excavation machinery and other heavy equipment.']","['telecommunications line installer', 'apprentice lineman/woman - telecommunications', 'cable repairer, telecommunications', 'construction technician - cable television', 'communication technician - construction', 'telecommunications lineman/woman', 'splicer technician - telephone', 'telephone line technician', 'lineman/woman, telecommunications']","['Electrical power line and cable workers', 'Cable television service and maintenance technicians', 'Telecommunications installation and repair workers', 'Contractors and supervisors, electrical trades and telecommunications occupations']"
/15004/ca,"Workers in other skilled trades occupations repair, service, install, calibrate or fabricate a variety of products, not elsewhere classified. This unit group also includes commercial divers. They are employed by a wide range of establishments, or they may be self-employed.","['Gunsmiths', ""Fabricate guns and repair and modify firearms according to blueprints or customers' specifications."", 'Locksmiths', 'Repair, install and adjust locks, make keys and change lock combinations.', 'Recreation vehicle technicians', 'Repair or replace electrical wiring, plumbing, propane gas lines, appliances, windows, doors, cabinets and structural frames in recreational vehicles.', 'Safe and vault servicers', 'Install, repair and maintain safes and vaults in banks and other establishments.', 'Saw fitters', 'Repair, set and sharpen band saws, chain saws, circular saws and other types of saw blades according to specifications.', 'Die setters', 'Select dies for forging according to work order and specifications; position align and bolt dies to ram and anvil of power presses and hammers.', 'Commercial divers', 'Perform underwater activities related to construction, inspection, search, salvage, repair and photography.']","['explosive ordnance detector', 'restoration steeplejack', 'reclamation diver', 'vault repairer', 'safe maker', 'aircraft patternmaker', 'blacksmith', 'die setter', 'toolsmith', 'commercial diver', 'underwater contractor', 'locksmith', 'saw fitter', 'small arms repairer', 'recreation vehicle technician', 'gunsmith', 'farrier']","['Motorcycle, all-terrain vehicle and other related mechanics', 'Police officers (except commissioned)', 'Other small engine and small equipment repairers', 'Welders and related machine operators']"
/2109/ca,"Managers in customer and personal services include managers of establishments that provide services such as dry cleaning, hairdressing or residential cleaning. This unit group also includes managers of schools that provide non-vocational instruction in driving, languages, music, dance, art, cooking or fashion.","['Plan, organize, direct, control and evaluate the operations of an establishment providing services such as dry cleaning, hairdressing or residential cleaning, or a school providing non-vocational instruction in driving, languages, music, dance, art, cooking or fashion', 'Establish or implement policies and procedures for staff', 'Plan and control budget and inventory', 'Respond to inquiries or complaints and resolve problems', 'Manage contracts for advertising or marketing strategies', 'Hire, train and supervise staff.']","['manager, septic tank service', 'manager, window washing service', 'barber shop manager', 'car wash manager', 'cooking school manager', 'driving school manager', 'dry cleaning service manager', 'hairdressing salon manager', 'manager, residential cleaning service', 'pest control service manager', 'spa manager']","['Other business services managers', 'Executive housekeepers', 'Retail sales supervisors', 'Cleaning supervisors', 'Accommodation service managers', 'Retail and wholesale trade managers']"
/16161/ca,"Journalists research, investigate, interpret and communicate news and public affairs through newspapers, television, radio and other media. They are employed by radio and television networks and stations, newspapers and magazines. Journalists may also work on a freelance basis.","['Collect local, national and international news through interviews, investigation and observation', 'Write news stories for publication and broadcast', 'Receive, analyze and verify news and other copy for accuracy', 'Arrange for and conduct interviews as part of research and for radio and television programs', 'Research and report on developments in specialized fields such as medicine, science and technology', 'Prepare regular feature columns and stories on specialized topics', 'Write editorials and commentaries on topics of current interest to stimulate public interest and express the views of a publication or broadcasting station', 'Write critical reviews of literary, musical and other artistic works based on knowledge, judgement and experience.', 'Journalists may specialize in print, broadcast or Webcast media, in particular issues such as political affairs or entertainment news, or in a particular geographic area.']","['book reviewer', 'broadcast journalist', 'columnist', 'correspondent', 'investigative reporter', 'journalist', 'network reporter', 'news commentator', 'reporter', 'newspaper critic', 'cyberjournalist']","['Editors', 'Photographers', 'Announcers and other broadcasters', 'Authors and writers']"
/25594/ca,"Geoscientists include geologists, geochemists and geophysicists who conduct programs of exploration and research to extend knowledge of the structure, composition and processes of the earth, to locate, identify and extract hydrocarbon, mineral and groundwater resources and to assess and mitigate the effects of development and waste disposal projects on the environment. Oceanographers conduct programs of exploration and research on ocean processes and phenomena, biological, chemical and physical characteristics of oceans, interactions with atmospheric and geological environments and impacts of human activity on oceans and marine ecosystems. Geoscientists are employed by petroleum and mining companies, consulting geology, geophysics and engineering firms and by governments and educational institutions, or they may be self-employed. Oceanographers are employed by governments, educational institutions and private companies engaged in exploration of seafloor deposits and seafarming areas, or they may be self-employed.","['Geoscientists', 'Conduct theoretical and applied research to extend knowledge of surface and subsurface features of the earth, its history and the operation of physical, chemical and biological systems that control its evolution', 'Plan, direct and participate in geological, geochemical and geophysical field studies, drilling and geological testing programs', 'Plan and conduct seismic, geodetic, electromagnetic, magnetic, gravimetric, radiometric, radar and other remote sensing programs', 'Plan, direct and participate in analyses of geological, geochemical and geophysical survey data, well logs and other test results, maps, notes and cross sections', 'Develop models and applied software for the analysis and interpretation of data', 'Plan and conduct analytical studies of core samples, drill cuttings and rock samples to identify chemical, mineral, hydrocarbon and biological composition and to assess depositional environments and geological age', 'Assess the size, orientation and composition of mineral ore bodies and hydrocarbon deposits', 'Identify deposits of construction materials and determine their characteristics and suitability for use as concrete aggregates, road fill or for other applications', 'Conduct geological and geophysical studies for regional development and advise in areas such as site selection, waste management and restoration of contaminated sites', 'Recommend the acquisition of lands, exploration and mapping programs and mine development', 'Identify and advise on anticipated natural risks such as slope erosion, landslides, soil instability, subsidence, earthquakes and volcanic eruptions', 'May supervise and co-ordinate well drilling, completion and work-overs and mining activities.', 'Geologists may specialize in fields such as coal geology, environmental geology, geochronology, hydrogeology, mineral deposits or mining, petroleum geology, stratigraphy, tectonics, volcanology or in other fields.', 'Geochemists may specialize in analytical geochemistry, hydrogeochemistry, mineral or petroleum geochemistry or in other fields.', 'Geophysicists may specialize in areas, such as petroleum geology, earth physics, geodesy, geoelectromagnetism, seismology or in other fields.', 'Oceanographers', 'Conduct theoretical and applied oceanographic research programs and expeditions to extend knowledge of the physical, chemical and biological properties and functioning of oceans', 'Plan, direct and participate in sampling and analysis of seawater, plankton, fish, sediments and rocks', 'Study physical properties of oceans to develop models, charts and computer simulations of ocean conditions, such as tides, waves, currents and sediment transport', 'Explore ocean floor and submarine geological structures, conduct seismic surveys and study formation of ocean basins and other structures to map ocean floor, coastal erosion, sediment accumulation and areas for offshore oil and gas exploration', 'Plan and conduct investigations on ocean chemical properties and processes, ocean floor and marine atmosphere and undersea volcanoes to study impacts of environmental changes', 'Study marine life and interaction with physical and chemical environments to assess impacts of pollutants on marine ecology and to develop ecologically-based methods of seafarming.', 'Oceanographers may specialize in biological, chemical, geological or physical oceanography, or in other fields related to the study of oceans.']","['development geologist', 'environmental geologist', 'exploration geologist', 'geochemist', 'geologist', 'geophysicist', 'glaciologist', 'groundwater geologist', 'hydrogeologist', 'hydrologist', 'mine geologist', 'mineralogist', 'oceanographer', 'paleontologist', 'petroleum geologist', 'sedimentologist', 'seismologist', 'stratigrapher', 'petrologist']","['Architecture and science managers', 'Managers in natural resources production and fishing', 'Physicists and astronomers', 'Biologists and related scientists', 'Geological engineers', 'Chemists']"
/4747/ca,"Plumbers install, repair and maintain pipes, fixtures and other plumbing equipment used for water distribution and waste water disposal in residential, commercial and industrial buildings. They are employed in maintenance departments of factories, plants and similar establishments, by plumbing contractors, or they may be self-employed.","['Read blueprints, drawings and specifications to determine layout of plumbing system, water supply network and waste and drainage systems', 'Install, repair and maintain domestic, commercial or industrial plumbing fixtures and systems', 'Locate and mark positions for pipe connections, passage holes and fixtures in walls and floors', 'Cut opening in walls and floors to accommodate pipe and pipe fittings', 'Measure, cut, bend and thread pipes using hand and power tools or machines', 'Join pipes using couplings, clamps, screws, bolts, cement or soldering, brazing and welding equipment', 'Test pipes for leaks using air and water pressure gauges', 'May prepare cost estimates.']","['plumber apprentice', 'maintenance plumber', 'plumber', 'plumbing mechanic']","['Gas fitters', 'Contractors and supervisors, pipefitting trades', 'Steamfitters, pipefitters and sprinkler system installers']"
/15038/ca,"Heavy equipment operators operate heavy equipment used in the construction and maintenance of roads, bridges, airports, gas and oil pipelines, tunnels, buildings and other structures; in surface mining and quarrying activities; and in material handling work. They are employed by construction companies, heavy equipment contractors, public works departments and pipeline, logging, cargo-handling and other companies.","['Operate heavy equipment such as backhoes, bulldozers, loaders and graders to excavate, move, load and grade earth, rock, gravel or other materials during construction and related activities', 'Operate bulldozers or other heavy equipment to clear brush and stumps prior to logging activities and to build roads at logging and surface mining sites', 'Operate heavy equipment with pile driver head to drive piling into earth to provide support for buildings, bridges or other structures', 'Operate heavy dredging equipment to deepen waterways or reclaim earth fill', 'Operate heavy paving and surfacing equipment to lay, spread or compact concrete, asphalt and other surface materials during highway and road construction', 'Operate power shovels to excavate rock, ore or other materials from open-pit mines, strip mines, quarries or construction pits', 'Operate heavy equipment to move, load and unload cargo', 'Conduct pre-operational checks on equipment and clean, lubricate and refill equipment.']","['backhoe operator', 'bulldozer operator', 'heavy equipment operator', 'excavator operator', 'gradall operator', 'grader operator', 'heavy equipment operator apprentice', 'loader operator - construction', 'side boom tractor operator', 'surface mining equipment operator']","['Crane operators', 'Underground production and development miners', 'Contractors and supervisors, heavy equipment operator crews', 'Material handlers', 'Logging machinery operators']"
