degree,education_groups,top_jobs,job_percent,top_job_links,link
College/CEGEP,Carpentry/Carpenter,Carpenters,51.12,/marketreport/summary-occupation/6388/ca,/6388/ca
College/CEGEP,Carpentry/Carpenter,Construction trades helpers and labourers,5.21,/marketreport/summary-occupation/8451/ca,/8451/ca
College/CEGEP,Carpentry/Carpenter,"Contractors and supervisors, carpentry trades",3.23,/marketreport/summary-occupation/14533/ca,/14533/ca
College/CEGEP,Carpentry/Carpenter,Construction managers,1.74,/marketreport/summary-occupation/24325/ca,/24325/ca
College/CEGEP,Carpentry/Carpenter,Home building and renovation managers,1.74,/marketreport/summary-occupation/2139/ca,/2139/ca
College/CEGEP,Carpentry/Carpenter,"Contractors and supervisors, heavy equipment operator crews",1.49,/marketreport/summary-occupation/16631/ca,/16631/ca
College/CEGEP,Carpentry/Carpenter,Managers in agriculture,1.24,/marketreport/summary-occupation/8796/ca,/8796/ca
College/CEGEP,Carpentry/Carpenter,"Contractors and supervisors, other construction trades, installers, repairers and servicers",1.24,/marketreport/summary-occupation/295864/ca,/295864/ca
College/CEGEP,Carpentry/Carpenter,Cabinetmakers,1.24,/marketreport/summary-occupation/16991/ca,/16991/ca
College/CEGEP,Carpentry/Carpenter,Landscaping and grounds maintenance labourers,1.24,/marketreport/summary-occupation/20219/ca,/20219/ca
Bachelor's degree,Chemical engineering and related studies,Chemical engineers,36.16,/marketreport/summary-occupation/2789/ca,/2789/ca
Bachelor's degree,Chemical engineering and related studies,Petroleum engineers,10.76,/marketreport/summary-occupation/2831/ca,/2831/ca
Bachelor's degree,Chemical engineering and related studies,Industrial and manufacturing engineers,4.41,/marketreport/summary-occupation/22437/ca,/22437/ca
Bachelor's degree,Chemical engineering and related studies,Civil engineers,4.06,/marketreport/summary-occupation/22376/ca,/22376/ca
Bachelor's degree,Chemical engineering and related studies,Engineering managers,1.94,/marketreport/summary-occupation/1366/ca,/1366/ca
Bachelor's degree,Chemical engineering and related studies,Technical sales specialists - wholesale trade,1.94,/marketreport/summary-occupation/6156/ca,/6156/ca
Bachelor's degree,Chemical engineering and related studies,Software engineers and designers,1.41,/marketreport/summary-occupation/5482/ca,/5482/ca
Bachelor's degree,Chemical engineering and related studies,Commissioned officers of the Canadian Armed Forces,1.23,/marketreport/summary-occupation/27129/ca,/27129/ca
Bachelor's degree,Chemical engineering and related studies,Manufacturing managers,1.23,/marketreport/summary-occupation/68/ca,/68/ca
Bachelor's degree,Chemical engineering and related studies,Retail and wholesale trade managers,1.06,/marketreport/summary-occupation/17600/ca,/17600/ca
Master's degree,Chemical engineering and related studies,Chemical engineers,22.73,/marketreport/summary-occupation/2789/ca,/2789/ca
Master's degree,Chemical engineering and related studies,Petroleum engineers,11.36,/marketreport/summary-occupation/2831/ca,/2831/ca
Master's degree,Chemical engineering and related studies,Post-secondary teaching and research assistants,4.55,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Chemical engineering and related studies,Retail and wholesale trade managers,3.41,/marketreport/summary-occupation/17600/ca,/17600/ca
Master's degree,Chemical engineering and related studies,Civil engineers,3.41,/marketreport/summary-occupation/22376/ca,/22376/ca
Master's degree,Chemical engineering and related studies,Chemical technologists and technicians,3.41,/marketreport/summary-occupation/2974/ca,/2974/ca
Bachelor's degree,Chiropractic (DC),Chiropractors,100.0,/marketreport/summary-occupation/4136/ca,/4136/ca
Other trades certificate or diploma,Audiovisual and Graphic Communications Technology/Technician,Telecommunications installation and repair workers,8.16,/marketreport/summary-occupation/21403/ca,/21403/ca
Other trades certificate or diploma,Audiovisual and Graphic Communications Technology/Technician,Telecommunications line and cable workers,6.12,/marketreport/summary-occupation/16908/ca,/16908/ca
Other trades certificate or diploma,Audiovisual and Graphic Communications Technology/Technician,Printing press operators,6.12,/marketreport/summary-occupation/10477/ca,/10477/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Graphic designers and illustrators,8.53,/marketreport/summary-occupation/5747/ca,/5747/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Audio and video recording technicians,6.2,/marketreport/summary-occupation/5570/ca,/5570/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,"Producers, directors, choreographers and related occupations",4.3,/marketreport/summary-occupation/7910/ca,/7910/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Retail salespersons,3.81,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Computer programmers and interactive media developers,3.66,/marketreport/summary-occupation/22534/ca,/22534/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Other customer and information services representatives,2.68,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Announcers and other broadcasters,2.47,/marketreport/summary-occupation/16304/ca,/16304/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",2.26,/marketreport/summary-occupation/21066/ca,/21066/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Retail and wholesale trade managers,2.04,/marketreport/summary-occupation/17600/ca,/17600/ca
College/CEGEP,Audiovisual and Graphic Communications Technology/Technician,Cooks,1.97,/marketreport/summary-occupation/6225/ca,/6225/ca
College/CEGEP,Civil Engineering Technology/Technician,Civil engineering technologists and technicians,25.5,/marketreport/summary-occupation/17969/ca,/17969/ca
College/CEGEP,Civil Engineering Technology/Technician,Construction managers,13.38,/marketreport/summary-occupation/24325/ca,/24325/ca
College/CEGEP,Civil Engineering Technology/Technician,Civil engineers,5.85,/marketreport/summary-occupation/22376/ca,/22376/ca
College/CEGEP,Civil Engineering Technology/Technician,Construction estimators,4.49,/marketreport/summary-occupation/3273/ca,/3273/ca
College/CEGEP,Civil Engineering Technology/Technician,Drafting technologists and technicians,3.45,/marketreport/summary-occupation/3429/ca,/3429/ca
College/CEGEP,Civil Engineering Technology/Technician,Construction inspectors,2.61,/marketreport/summary-occupation/3586/ca,/3586/ca
College/CEGEP,Civil Engineering Technology/Technician,"Contractors and supervisors, heavy equipment operator crews",2.3,/marketreport/summary-occupation/16631/ca,/16631/ca
College/CEGEP,Civil Engineering Technology/Technician,Land surveyors,2.09,/marketreport/summary-occupation/24419/ca,/24419/ca
College/CEGEP,Civil Engineering Technology/Technician,Carpenters,1.99,/marketreport/summary-occupation/6388/ca,/6388/ca
College/CEGEP,Civil Engineering Technology/Technician,Construction trades helpers and labourers,1.99,/marketreport/summary-occupation/8451/ca,/8451/ca
Bachelor's degree,Civil engineering and related studies,Civil engineers,60.98,/marketreport/summary-occupation/22376/ca,/22376/ca
Bachelor's degree,Civil engineering and related studies,Construction managers,8.4,/marketreport/summary-occupation/24325/ca,/24325/ca
Bachelor's degree,Civil engineering and related studies,Civil engineering technologists and technicians,2.1,/marketreport/summary-occupation/17969/ca,/17969/ca
Bachelor's degree,Civil engineering and related studies,Geological engineers,2.01,/marketreport/summary-occupation/22455/ca,/22455/ca
Bachelor's degree,Civil engineering and related studies,Construction estimators,1.92,/marketreport/summary-occupation/3273/ca,/3273/ca
Bachelor's degree,Civil engineering and related studies,Engineering managers,1.05,/marketreport/summary-occupation/1366/ca,/1366/ca
Bachelor's degree,Civil engineering and related studies,Commissioned officers of the Canadian Armed Forces,0.96,/marketreport/summary-occupation/27129/ca,/27129/ca
Bachelor's degree,Civil engineering and related studies,"Contractors and supervisors, heavy equipment operator crews",0.96,/marketreport/summary-occupation/16631/ca,/16631/ca
Bachelor's degree,Civil engineering and related studies,Post-secondary teaching and research assistants,0.87,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,Civil engineering and related studies,Construction inspectors,0.79,/marketreport/summary-occupation/3586/ca,/3586/ca
Master's degree,Civil engineering and related studies,Civil engineers,56.0,/marketreport/summary-occupation/22376/ca,/22376/ca
Master's degree,Civil engineering and related studies,Geological engineers,5.5,/marketreport/summary-occupation/22455/ca,/22455/ca
Master's degree,Civil engineering and related studies,Construction managers,3.0,/marketreport/summary-occupation/24325/ca,/24325/ca
Master's degree,Civil engineering and related studies,Mechanical engineers,2.5,/marketreport/summary-occupation/2757/ca,/2757/ca
Master's degree,Civil engineering and related studies,"Natural and applied science policy researchers, consultants and program officers",2.0,/marketreport/summary-occupation/3855/ca,/3855/ca
Master's degree,Civil engineering and related studies,Managers in transportation,1.5,/marketreport/summary-occupation/2164/ca,/2164/ca
Master's degree,Civil engineering and related studies,Other customer and information services representatives,1.5,/marketreport/summary-occupation/15205/ca,/15205/ca
Master's degree,Civil engineering and related studies,Post-secondary teaching and research assistants,1.0,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,"Pharmacy, pharmaceutical sciences and administration",Pharmacists,91.34,/marketreport/summary-occupation/18196/ca,/18196/ca
Bachelor's degree,"Pharmacy, pharmaceutical sciences and administration",Other medical technologists and technicians (except dental health),2.16,/marketreport/summary-occupation/4324/ca,/4324/ca
Bachelor's degree,"Pharmacy, pharmaceutical sciences and administration",Retail and wholesale trade managers,1.15,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,"Pharmacy, pharmaceutical sciences and administration",Managers in health care,0.72,/marketreport/summary-occupation/1708/ca,/1708/ca
Bachelor's degree,"Pharmacy, pharmaceutical sciences and administration",Information systems analysts and consultants,0.43,/marketreport/summary-occupation/22510/ca,/22510/ca
Bachelor's degree,"Pharmacy, pharmaceutical sciences and administration",Chemical technologists and technicians,0.29,/marketreport/summary-occupation/2974/ca,/2974/ca
Master's degree,"Pharmacy, pharmaceutical sciences and administration",Pharmacists,67.06,/marketreport/summary-occupation/18196/ca,/18196/ca
Master's degree,"Pharmacy, pharmaceutical sciences and administration",Chemical technologists and technicians,4.71,/marketreport/summary-occupation/2974/ca,/2974/ca
Master's degree,"Pharmacy, pharmaceutical sciences and administration",Chemists,3.53,/marketreport/summary-occupation/20049/ca,/20049/ca
Master's degree,"Pharmacy, pharmaceutical sciences and administration","Health policy researchers, consultants and program officers",2.35,/marketreport/summary-occupation/23040/ca,/23040/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,Social and community service workers,20.0,/marketreport/summary-occupation/5112/ca,/5112/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,"Family, marriage and other related counsellors",8.97,/marketreport/summary-occupation/2265/ca,/2265/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,Early childhood educators and assistants,5.52,/marketreport/summary-occupation/5180/ca,/5180/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,Retail salespersons,4.14,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,"Nurse aides, orderlies and patient service associates",4.14,/marketreport/summary-occupation/15798/ca,/15798/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,"Food counter attendants, kitchen helpers and related support occupations",3.45,/marketreport/summary-occupation/17215/ca,/17215/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,Social workers,3.45,/marketreport/summary-occupation/23025/ca,/23025/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,Cashiers,3.45,/marketreport/summary-occupation/24143/ca,/24143/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,Administrative officers,2.76,/marketreport/summary-occupation/12462/ca,/12462/ca
College/CEGEP,Mental and Social Health Services and Allied Professions,Food and beverage servers,2.07,/marketreport/summary-occupation/6641/ca,/6641/ca
College/CEGEP,Design and Applied Arts,Graphic designers and illustrators,21.4,/marketreport/summary-occupation/5747/ca,/5747/ca
College/CEGEP,Design and Applied Arts,Interior designers and interior decorators,8.48,/marketreport/summary-occupation/5769/ca,/5769/ca
College/CEGEP,Design and Applied Arts,Retail salespersons,6.29,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Design and Applied Arts,Retail and wholesale trade managers,4.06,/marketreport/summary-occupation/17600/ca,/17600/ca
College/CEGEP,Design and Applied Arts,"Theatre, fashion, exhibit and other creative designers",3.22,/marketreport/summary-occupation/5813/ca,/5813/ca
College/CEGEP,Design and Applied Arts,Food and beverage servers,2.33,/marketreport/summary-occupation/6641/ca,/6641/ca
College/CEGEP,Design and Applied Arts,Other customer and information services representatives,1.72,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Design and Applied Arts,"Food counter attendants, kitchen helpers and related support occupations",1.59,/marketreport/summary-occupation/17215/ca,/17215/ca
College/CEGEP,Design and Applied Arts,Administrative officers,1.49,/marketreport/summary-occupation/12462/ca,/12462/ca
College/CEGEP,Design and Applied Arts,Graphic arts technicians,1.31,/marketreport/summary-occupation/21017/ca,/21017/ca
Bachelor's degree,Design and applied arts,Graphic designers and illustrators,32.38,/marketreport/summary-occupation/5747/ca,/5747/ca
Bachelor's degree,Design and applied arts,Interior designers and interior decorators,11.99,/marketreport/summary-occupation/5769/ca,/5769/ca
Bachelor's degree,Design and applied arts,Industrial designers,7.07,/marketreport/summary-occupation/3406/ca,/3406/ca
Bachelor's degree,Design and applied arts,Retail salespersons,3.59,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Design and applied arts,"Theatre, fashion, exhibit and other creative designers",3.28,/marketreport/summary-occupation/5813/ca,/5813/ca
Bachelor's degree,Design and applied arts,Web designers and developers,2.36,/marketreport/summary-occupation/24513/ca,/24513/ca
Bachelor's degree,Design and applied arts,"Professional occupations in advertising, marketing and public relations",1.95,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,Design and applied arts,Food and beverage servers,1.84,/marketreport/summary-occupation/6641/ca,/6641/ca
Bachelor's degree,Design and applied arts,Retail and wholesale trade managers,1.43,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Design and applied arts,"Advertising, marketing and public relations managers",1.23,/marketreport/summary-occupation/12360/ca,/12360/ca
Master's degree,Design and applied arts,Interior designers and interior decorators,16.67,/marketreport/summary-occupation/5769/ca,/5769/ca
Master's degree,Design and applied arts,Industrial designers,13.33,/marketreport/summary-occupation/3406/ca,/3406/ca
Master's degree,Design and applied arts,Graphic designers and illustrators,10.0,/marketreport/summary-occupation/5747/ca,/5747/ca
Other trades certificate or diploma,Marine Transportation,"Deck officers, water transport",23.08,/marketreport/summary-occupation/3660/ca,/3660/ca
Other trades certificate or diploma,Marine Transportation,Water transport deck and engine room crew,15.38,/marketreport/summary-occupation/26732/ca,/26732/ca
Other trades certificate or diploma,Marine Transportation,Fishing masters and officers,0.0,/marketreport/summary-occupation/9142/ca,/9142/ca
College/CEGEP,Marine Transportation,"Deck officers, water transport",31.82,/marketreport/summary-occupation/3660/ca,/3660/ca
College/CEGEP,Marine Transportation,"Other trades and related occupations, n.e.c.",10.61,/marketreport/summary-occupation/15004/ca,/15004/ca
College/CEGEP,Marine Transportation,Water transport deck and engine room crew,9.09,/marketreport/summary-occupation/26732/ca,/26732/ca
College/CEGEP,Marine Transportation,Fishermen/women,6.06,/marketreport/summary-occupation/20160/ca,/20160/ca
Bachelor's degree,Public Health,Inspectors in public and environmental health and occupational health and safety,31.25,/marketreport/summary-occupation/22679/ca,/22679/ca
Bachelor's degree,Public Health,Food and beverage servers,4.69,/marketreport/summary-occupation/6641/ca,/6641/ca
Bachelor's degree,Public Health,Human resources managers,3.13,/marketreport/summary-occupation/17400/ca,/17400/ca
Bachelor's degree,Public Health,"Health policy researchers, consultants and program officers",3.13,/marketreport/summary-occupation/23040/ca,/23040/ca
Bachelor's degree,Public Health,Registered nurses and registered psychiatric nurses,3.13,/marketreport/summary-occupation/696/ca,/696/ca
Bachelor's degree,Public Health,Biologists and related scientists,2.34,/marketreport/summary-occupation/2616/ca,/2616/ca
Bachelor's degree,Public Health,Retail salespersons,2.34,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Public Health,Post-secondary teaching and research assistants,2.34,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,Public Health,Administrative assistants,1.56,/marketreport/summary-occupation/24789/ca,/24789/ca
Bachelor's degree,Public Health,Early childhood educators and assistants,1.56,/marketreport/summary-occupation/5180/ca,/5180/ca
Master's degree,Public Health,"Health policy researchers, consultants and program officers",20.33,/marketreport/summary-occupation/23040/ca,/23040/ca
Master's degree,Public Health,General practitioners and family physicians,7.88,/marketreport/summary-occupation/24433/ca,/24433/ca
Master's degree,Public Health,Managers in health care,6.22,/marketreport/summary-occupation/1708/ca,/1708/ca
Master's degree,Public Health,"Mathematicians, statisticians and actuaries",5.81,/marketreport/summary-occupation/5452/ca,/5452/ca
Master's degree,Public Health,Registered nurses and registered psychiatric nurses,5.81,/marketreport/summary-occupation/696/ca,/696/ca
Master's degree,Public Health,Specialist physicians,4.15,/marketreport/summary-occupation/3972/ca,/3972/ca
Master's degree,Public Health,Post-secondary teaching and research assistants,4.15,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Public Health,Inspectors in public and environmental health and occupational health and safety,3.73,/marketreport/summary-occupation/22679/ca,/22679/ca
Master's degree,Public Health,Physicists and astronomers,3.32,/marketreport/summary-occupation/2496/ca,/2496/ca
Master's degree,Public Health,"Natural and applied science policy researchers, consultants and program officers",2.9,/marketreport/summary-occupation/3855/ca,/3855/ca
College/CEGEP,Other public administration and services,Social and community service workers,25.19,/marketreport/summary-occupation/5112/ca,/5112/ca
College/CEGEP,Other public administration and services,"Nurse aides, orderlies and patient service associates",5.87,/marketreport/summary-occupation/15798/ca,/15798/ca
College/CEGEP,Other public administration and services,Elementary and secondary school teacher assistants,5.87,/marketreport/summary-occupation/16551/ca,/16551/ca
College/CEGEP,Other public administration and services,Social workers,5.1,/marketreport/summary-occupation/23025/ca,/23025/ca
College/CEGEP,Other public administration and services,Retail salespersons,2.94,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Other public administration and services,Other customer and information services representatives,2.78,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Other public administration and services,Cashiers,2.32,/marketreport/summary-occupation/24143/ca,/24143/ca
College/CEGEP,Other public administration and services,Early childhood educators and assistants,2.32,/marketreport/summary-occupation/5180/ca,/5180/ca
College/CEGEP,Other public administration and services,General office support workers,2.16,/marketreport/summary-occupation/12609/ca,/12609/ca
College/CEGEP,Other public administration and services,"Home support workers, housekeepers and related occupations",2.16,/marketreport/summary-occupation/24584/ca,/24584/ca
Bachelor's degree,Public administration and other social service professions,Social workers,29.23,/marketreport/summary-occupation/23025/ca,/23025/ca
Bachelor's degree,Public administration and other social service professions,Social and community service workers,7.39,/marketreport/summary-occupation/5112/ca,/5112/ca
Bachelor's degree,Public administration and other social service professions,Administrative officers,4.58,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,Public administration and other social service professions,"Social policy researchers, consultants and program officers",2.82,/marketreport/summary-occupation/4908/ca,/4908/ca
Bachelor's degree,Public administration and other social service professions,Executive assistants,2.46,/marketreport/summary-occupation/527/ca,/527/ca
Bachelor's degree,Public administration and other social service professions,Retail and wholesale trade managers,1.76,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Public administration and other social service professions,Administrative assistants,1.76,/marketreport/summary-occupation/24789/ca,/24789/ca
Bachelor's degree,Public administration and other social service professions,"Professional occupations in advertising, marketing and public relations",1.41,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,Public administration and other social service professions,"Nurse aides, orderlies and patient service associates",1.41,/marketreport/summary-occupation/15798/ca,/15798/ca
Bachelor's degree,Public administration and other social service professions,General office support workers,1.41,/marketreport/summary-occupation/12609/ca,/12609/ca
Master's degree,Public administration and other social service professions,"Social policy researchers, consultants and program officers",15.28,/marketreport/summary-occupation/4908/ca,/4908/ca
Master's degree,Public administration and other social service professions,Economists and economic policy researchers and analysts,6.99,/marketreport/summary-occupation/15962/ca,/15962/ca
Master's degree,Public administration and other social service professions,Administrative officers,4.8,/marketreport/summary-occupation/12462/ca,/12462/ca
Master's degree,Public administration and other social service professions,"Health policy researchers, consultants and program officers",4.8,/marketreport/summary-occupation/23040/ca,/23040/ca
Master's degree,Public administration and other social service professions,Program officers unique to government,4.59,/marketreport/summary-occupation/5047/ca,/5047/ca
Master's degree,Public administration and other social service professions,Social workers,3.71,/marketreport/summary-occupation/23025/ca,/23025/ca
Master's degree,Public administration and other social service professions,"Natural and applied science policy researchers, consultants and program officers",3.06,/marketreport/summary-occupation/3855/ca,/3855/ca
Master's degree,Public administration and other social service professions,Human resources professionals,2.84,/marketreport/summary-occupation/251/ca,/251/ca
Master's degree,Public administration and other social service professions,"Professional occupations in advertising, marketing and public relations",2.84,/marketreport/summary-occupation/24813/ca,/24813/ca
Master's degree,Public administration and other social service professions,Professional occupations in business management consulting,2.84,/marketreport/summary-occupation/310/ca,/310/ca
"Degree in medicine, dentistry, veterinary medicine or optometry",Veterinary,Veterinarians,93.36,/marketreport/summary-occupation/4127/ca,/4127/ca
"Degree in medicine, dentistry, veterinary medicine or optometry",Veterinary,Animal health technologists and veterinary technicians,2.9,/marketreport/summary-occupation/24858/ca,/24858/ca
"Degree in medicine, dentistry, veterinary medicine or optometry",Veterinary,College and other vocational instructors,1.66,/marketreport/summary-occupation/22989/ca,/22989/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Computer network technicians,15.22,/marketreport/summary-occupation/24514/ca,/24514/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Information systems analysts and consultants,11.04,/marketreport/summary-occupation/22510/ca,/22510/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Computer programmers and interactive media developers,9.53,/marketreport/summary-occupation/22534/ca,/22534/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Electronic service technicians (household and business equipment),7.53,/marketreport/summary-occupation/3296/ca,/3296/ca
College/CEGEP,Computer Engineering Technologies/Technicians,User support technicians,7.36,/marketreport/summary-occupation/3772/ca,/3772/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Computer engineers (except software engineers and designers),3.18,/marketreport/summary-occupation/5402/ca,/5402/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Computer and information systems managers,3.18,/marketreport/summary-occupation/1433/ca,/1433/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Software engineers and designers,2.84,/marketreport/summary-occupation/5482/ca,/5482/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Web designers and developers,2.84,/marketreport/summary-occupation/24513/ca,/24513/ca
College/CEGEP,Computer Engineering Technologies/Technicians,Other customer and information services representatives,1.84,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,Computer engineering,Computer programmers and interactive media developers,31.75,/marketreport/summary-occupation/22534/ca,/22534/ca
Bachelor's degree,Computer engineering,Software engineers and designers,25.91,/marketreport/summary-occupation/5482/ca,/5482/ca
Bachelor's degree,Computer engineering,Computer engineers (except software engineers and designers),8.85,/marketreport/summary-occupation/5402/ca,/5402/ca
Bachelor's degree,Computer engineering,Information systems analysts and consultants,7.27,/marketreport/summary-occupation/22510/ca,/22510/ca
Bachelor's degree,Computer engineering,Computer and information systems managers,2.53,/marketreport/summary-occupation/1433/ca,/1433/ca
Bachelor's degree,Computer engineering,Electrical and electronics engineers,1.58,/marketreport/summary-occupation/17843/ca,/17843/ca
Bachelor's degree,Computer engineering,User support technicians,1.58,/marketreport/summary-occupation/3772/ca,/3772/ca
Bachelor's degree,Computer engineering,Web designers and developers,1.58,/marketreport/summary-occupation/24513/ca,/24513/ca
Bachelor's degree,Computer engineering,Computer network technicians,1.26,/marketreport/summary-occupation/24514/ca,/24514/ca
Bachelor's degree,Computer engineering,"Senior managers - financial, communications and other business services",0.95,/marketreport/summary-occupation/1036/ca,/1036/ca
Master's degree,Computer engineering,Software engineers and designers,26.38,/marketreport/summary-occupation/5482/ca,/5482/ca
Master's degree,Computer engineering,Computer programmers and interactive media developers,21.47,/marketreport/summary-occupation/22534/ca,/22534/ca
Master's degree,Computer engineering,Computer engineers (except software engineers and designers),13.5,/marketreport/summary-occupation/5402/ca,/5402/ca
Master's degree,Computer engineering,Information systems analysts and consultants,7.98,/marketreport/summary-occupation/22510/ca,/22510/ca
Master's degree,Computer engineering,Information systems testing technicians,2.45,/marketreport/summary-occupation/3954/ca,/3954/ca
Master's degree,Computer engineering,Post-secondary teaching and research assistants,2.45,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Computer engineering,Computer and information systems managers,1.84,/marketreport/summary-occupation/1433/ca,/1433/ca
Master's degree,Computer engineering,Computer network technicians,1.84,/marketreport/summary-occupation/24514/ca,/24514/ca
Master's degree,Computer engineering,Graphic arts technicians,1.23,/marketreport/summary-occupation/21017/ca,/21017/ca
Master's degree,Computer engineering,Professional occupations in business management consulting,1.23,/marketreport/summary-occupation/310/ca,/310/ca
College/CEGEP,Computer science,Computer programmers and interactive media developers,25.58,/marketreport/summary-occupation/22534/ca,/22534/ca
College/CEGEP,Computer science,Computer network technicians,15.81,/marketreport/summary-occupation/24514/ca,/24514/ca
College/CEGEP,Computer science,Information systems analysts and consultants,9.95,/marketreport/summary-occupation/22510/ca,/22510/ca
College/CEGEP,Computer science,User support technicians,6.04,/marketreport/summary-occupation/3772/ca,/3772/ca
College/CEGEP,Computer science,Web designers and developers,5.33,/marketreport/summary-occupation/24513/ca,/24513/ca
College/CEGEP,Computer science,Electronic service technicians (household and business equipment),3.55,/marketreport/summary-occupation/3296/ca,/3296/ca
College/CEGEP,Computer science,Computer and information systems managers,3.2,/marketreport/summary-occupation/1433/ca,/1433/ca
College/CEGEP,Computer science,Software engineers and designers,2.49,/marketreport/summary-occupation/5482/ca,/5482/ca
College/CEGEP,Computer science,Database analysts and data administrators,1.95,/marketreport/summary-occupation/17882/ca,/17882/ca
College/CEGEP,Computer science,Other customer and information services representatives,1.78,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,Computer science,Computer programmers and interactive media developers,41.62,/marketreport/summary-occupation/22534/ca,/22534/ca
Bachelor's degree,Computer science,Software engineers and designers,13.82,/marketreport/summary-occupation/5482/ca,/5482/ca
Bachelor's degree,Computer science,Information systems analysts and consultants,12.21,/marketreport/summary-occupation/22510/ca,/22510/ca
Bachelor's degree,Computer science,Web designers and developers,4.34,/marketreport/summary-occupation/24513/ca,/24513/ca
Bachelor's degree,Computer science,User support technicians,2.65,/marketreport/summary-occupation/3772/ca,/3772/ca
Bachelor's degree,Computer science,Computer network technicians,2.21,/marketreport/summary-occupation/24514/ca,/24514/ca
Bachelor's degree,Computer science,Computer and information systems managers,1.76,/marketreport/summary-occupation/1433/ca,/1433/ca
Bachelor's degree,Computer science,Professional occupations in business management consulting,1.1,/marketreport/summary-occupation/310/ca,/310/ca
Bachelor's degree,Computer science,Retail salespersons,1.03,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Computer science,Database analysts and data administrators,0.96,/marketreport/summary-occupation/17882/ca,/17882/ca
Master's degree,Computer science,Computer programmers and interactive media developers,35.36,/marketreport/summary-occupation/22534/ca,/22534/ca
Master's degree,Computer science,Information systems analysts and consultants,17.1,/marketreport/summary-occupation/22510/ca,/22510/ca
Master's degree,Computer science,Software engineers and designers,16.52,/marketreport/summary-occupation/5482/ca,/5482/ca
Master's degree,Computer science,Computer and information systems managers,5.51,/marketreport/summary-occupation/1433/ca,/1433/ca
Master's degree,Computer science,Computer engineers (except software engineers and designers),2.03,/marketreport/summary-occupation/5402/ca,/5402/ca
Master's degree,Computer science,Post-secondary teaching and research assistants,2.03,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Computer science,Database analysts and data administrators,2.03,/marketreport/summary-occupation/17882/ca,/17882/ca
Master's degree,Computer science,Professional occupations in business management consulting,1.45,/marketreport/summary-occupation/310/ca,/310/ca
Master's degree,Computer science,Computer network technicians,1.45,/marketreport/summary-occupation/24514/ca,/24514/ca
